;_id;zip;scrapedate;Boligareal;Vgtet_areal;Grundareal;Rum_vrelser;Antal_plan;Bygger;Energimrke;Ejerudgifter_pr__md_;Pris_m_;Liggetid;Tidligere_salgspris;Udbetaling;Brutto_ekskl__ejerudgifter;Netto_ekskl__ejerudgifter;Ombygget;Klder;Prisudvikling;Boligydelse;Forbrugsafh__forhold;Teknisk_pris;pris
931;60403831;6000;12-08-2022;215;207;688;65;2;1924;NA;2587;15918;88;NA;165000;17801;14315;NA;NA;NA;NA;NA;NA;3295026
932;60205031;6000;12-08-2022;113;118;750;32;1;1958;NA;2107;14364;91;NA;85000;8983;7222;2006;NA;NA;NA;NA;NA;1694952
933;60204737;6000;12-08-2022;127;142;596;54;1;1955;NA;2014;9331;240;NA;70000;7017;5642;1978;23;NA;NA;NA;NA;1325002
934;60204174;6000;12-08-2022;141;145;662;43;1;1968;NA;2501;11028;296;NA;80000;8480;6818;1976;NA;13;NA;NA;NA;1599060
935;60204608;6000;12-08-2022;113;136;572;32;3;1937;NA;2264;14669;122;NA;1,00E+05;10561;8491;1973;58;NA;NA;NA;NA;1994984
936;60403827;6000;12-08-2022;115;125;758;43;1;1961;NA;2119;14360;135;NA;90000;9509;7645;NA;NA;5;NA;NA;NA;1795000
937;60204677;6000;12-08-2022;176;202;662;65;2;1969;NA;2464;13342;322;NA;135000;14240;11450;NA;115;4;NA;NA;NA;2695084
938;60205002;6000;12-08-2022;119;135;783;54;2;1947;NA;2791;20741;203;NA;140000;14794;11895;1996;77;3;NA;NA;NA;2800035
939;60205058;6000;12-08-2022;148;152;785;64;1;1976;NA;2731;14441;170;NA;110000;11611;9336;1985;NA;NA;NA;NA;NA;2195032
940;60204797;6000;12-08-2022;151;160;814;43;1;2000;NA;3100;23119;162;NA;185000;19520;15696;2014;NA;3;NA;NA;NA;3699040
941;60403884;6000;12-08-2022;120;133;496;54;3;1926;NA;2182;13496;97;NA;90000;9547;7676;1932;25;10;NA;NA;NA;1794968
942;60204769;6000;12-08-2022;121;140;772;54;1;1972;NA;2582;12136;221;NA;85000;9040;7263;NA;NA;10;NA;NA;NA;1699040
943;60204764;6000;12-08-2022;180;186;821;54;1;2018;2015;3151;29543;149;NA;275000;28961;23288;NA;NA;4;NA;NA;NA;5494998
944;60204824;6000;12-08-2022;226;228;839;65;2;1969;NA;3293;13136;106;NA;150000;15871;12752;1973;NA;3;NA;NA;NA;2995008
945;60205148;6000;12-08-2022;165;170;454;75;2;1984;NA;2450;14088;99;NA;120000;12664;10182;NA;NA;NA;NA;NA;NA;2394960
946;60205095;6000;12-08-2022;96;109;261;33;3;1957;NA;2125;13716;161;NA;75000;7931;6377;1975;31;11;NA;NA;NA;1495044
947;60204886;6000;12-08-2022;146;162;792;53;2;1947;NA;2191;27160;303;NA;220000;23205;18659;2007;54;NA;NA;NA;NA;4399920
948;60403836;6000;12-08-2022;105;110;797;33;2;1925;NA;2425;15409;156;NA;85000;9021;7247;1957;NA;NA;NA;NA;NA;1694990
949;60205206;6000;12-08-2022;136;150;927;43;2;1963;NA;2448;12300;87;NA;95000;9757;7845;NA;15;8;NA;NA;NA;1845000
950;60403929;6000;12-08-2022;58;72;786;32;2;1953;NA;1803;13819;92;NA;50000;5283;4244;NA;36;NA;NA;NA;NA;994968
951;60402983;6000;12-08-2022;182;190;711;64;1;1966;NA;2489;9974;1032;NA;95000;10115;8133;NA;NA;10;NA;NA;NA;1895060
952;60204994;6000;12-08-2022;80;86;1052;32;1;1959;NA;2338;11628;253;NA;50000;5331;4286;NA;NA;9;NA;NA;NA;1000008
953;60205165;6000;12-08-2022;144;175;538;43;2;1948;NA;2476;7400;108;NA;65000;6880;5532;1987;94;13;NA;NA;NA;1295000
954;60205190;6000;12-08-2022;164;157;582;54;2;1870;NA;2106;17803;98;NA;140000;14766;11873;1983;NA;5;NA;NA;NA;2795071
955;60403839;6000;12-08-2022;90;93;746;42;1;1952;NA;1900;16075;112;NA;75000;7953;6394;NA;NA;NA;NA;NA;NA;1494975
956;60205042;6000;12-08-2022;201;198;693;54;2;1970;NA;3213;22197;192;NA;220000;23178;18637;NA;NA;NA;NA;NA;NA;4395006
957;71700344;6000;12-08-2022;157;215;929;53;2;1965;NA;4071;32535;148;NA;350000;33675;27689;2005;123;NA;NA;NA;NA;6995025
958;60204880;6000;12-08-2022;121;128;717;43;1;1966;NA;2816;14023;323;NA;90000;9509;7645;1993;NA;18;NA;NA;NA;1794944
959;60204719;6000;12-08-2022;189;188;825;75;2;1965;NA;2400;10346;281;NA;1,00E+05;10282;8268;1976;NA;7;NA;NA;NA;1945048
960;84104770;8560;12-08-2022;91;108;315;32;3;1942;NA;1299;6926;161;NA;40000;4006;3206;NA;53;6;NA;NA;NA;748008
961;28403285;2800;12-08-2022;66;92;876;33;2;1936;NA;4160;65163;152;NA;3,00E+05;31677;25958;NA;66;8;NA;NA;NA;5994996
962;95705110;9293;12-08-2022;75;75;41075;32;NA;1875;NA;1458;10333;1523;NA;40000;4149;3334;1985;NA;NA;NA;NA;NA;774975
963;95705616;9293;12-08-2022;125;142;545;32;2;1900;NA;1126;4190;465;NA;30000;3333;2680;NA;NA;5;NA;NA;NA;594980
964;95705688;9293;12-08-2022;161;NA;491;53;2;1917;NA;1370;4814;323;NA;40000;4248;3416;1985;NA;4;NA;NA;NA;NA
965;92301872;9293;12-08-2022;NA;NA;5428;NA;NA;NA;NA;408;NA;1043;NA;25000;1925;1547;NA;NA;14;NA;NA;NA;NA
966;95705711;9293;12-08-2022;129;NA;850;54;2;1934;NA;1326;3837;291;NA;25000;2743;2206;2000;NA;23;NA;NA;NA;NA
967;42204973;4220;12-08-2022;101;153;827;33;2;1966;NA;2473;10425;146;NA;80000;8497;6855;NA;101;6;NA;NA;NA;1595025
968;42204054;4220;12-08-2022;174;177;1230;42;2;1915;NA;2525;7316;346;NA;65000;7485;5928;1983;NA;6;NA;NA;NA;1294932
969;42204947;4220;12-08-2022;118;144;256;64;3;1952;NA;1903;6215;125;NA;45000;4794;3867;NA;72;10;NA;NA;NA;894960
970;42204982;4220;12-08-2022;132;134;801;64;1;1978;NA;NA;NA;NA;NA;65000;6886;5550;NA;NA;NA;NA;NA;NA;NA
971;42204686;4220;12-08-2022;112;108;107;42;2;1907;NA;1234;11065;379;NA;60000;6384;5150;NA;NA;7;NA;NA;NA;1195020
972;42204781;4220;12-08-2022;84;100;698;54;1;1900;NA;1722;4950;317;NA;25000;2915;2308;NA;NA;23;NA;NA;NA;495000
973;42204698;4220;12-08-2022;96;103;487;42;2;1894;NA;1554;4806;350;NA;25000;2915;2308;NA;NA;29;NA;NA;NA;495018
974;42202949;4220;12-08-2022;222;NA;431;74;3;1906;NA;2159;7185;213;NA;80000;8425;6791;NA;111;18;NA;NA;NA;NA
975;42204984;4220;12-08-2022;72;121;715;31;2;1947;NA;1843;8058;105;NA;50000;5348;4314;NA;72;7;NA;NA;NA;975018
976;42203456;4220;12-08-2022;135;161;475;43;3;1946;NA;2005;9627;421;NA;80000;7533;6207;NA;65;NA;NA;NA;NA;1549947
977;42204032;4220;12-08-2022;197;215;936;65;1;1981;NA;2779;15302;771;NA;165000;17379;14010;2001;NA;NA;NA;NA;NA;3289930
978;62304244;6340;12-08-2022;226;224;885;53;2;1972;NA;2090;8460;206;NA;95000;9434;7751;1987;NA;NA;NA;NA;NA;1895040
979;62304360;6340;12-08-2022;156;162;734;32;2;1727;NA;1420;6142;113;NA;50000;5296;4249;NA;NA;9;NA;NA;NA;995004
980;62303952;6340;12-08-2022;163;168;953;43;1;2007;NA;2210;16637;444;NA;140000;12604;10639;NA;NA;NA;NA;NA;NA;2795016
981;62304333;6340;12-08-2022;86;93;1074;32;2;1961;NA;1024;6398;167;NA;30000;3201;2568;NA;10;12;NA;NA;NA;595014
982;85504308;8870;12-08-2022;83;94;256;33;2;1877;NA;1088;8489;93;NA;40000;4285;3436;1990;NA;6;NA;NA;NA;797966
983;89103598;8870;12-08-2022;93;91;290;43;2;1902;NA;1322;7637;156;NA;35000;4076;3208;NA;5;13;NA;NA;NA;694967
984;55502951;5550;12-08-2022;250;260;1379;55;2;1908;NA;2589;6923;679;NA;90000;8412;6971;1976;NA;NA;NA;NA;NA;1799980
985;55503021;5550;12-08-2022;107;NA;252;42;2;1927;NA;1260;8364;521;NA;45000;4782;3818;1969;NA;10;NA;NA;NA;NA
986;55503059;5550;12-08-2022;108;106;406;33;2;1988;NA;1644;12217;511;NA;65000;6470;5292;NA;NA;NA;NA;NA;NA;1295002
987;55503120;5550;12-08-2022;150;155;1000;43;2;1972;NA;2620;9581;400;NA;75000;7892;6301;NA;6;7;NA;NA;NA;1485055
988;55503263;5550;12-08-2022;78;102;1000;22;3;1900;NA;1965;9794;153;NA;50000;5829;4569;1984;53;NA;NA;NA;NA;998988
989;43304591;4320;12-08-2022;139;146;956;52;2;1972;NA;4127;23938;126;NA;175000;18586;14954;NA;NA;13;NA;NA;NA;3494948
990;43303189;4320;12-08-2022;287;298;3324;86;2;1910;NA;4132;17768;184;NA;265000;28121;22626;1992;NA;NA;NA;NA;NA;5294864
991;40203806;4320;12-08-2022;176;177;2292;85;1;1900;NA;4803;25960;95;NA;230000;24344;19586;1991;NA;8;NA;NA;NA;4594920
992;69503698;6940;12-08-2022;139;146;788;53;1;1977;NA;1631;6815;648;NA;50000;4472;3784;1999;NA;9;NA;NA;NA;994990
993;69503497;6940;12-08-2022;94;102;703;43;1;1963;NA;1297;6029;297;NA;35000;3284;2647;NA;NA;12;NA;NA;NA;614958
994;69206212;6940;12-08-2022;242;354;12688;43;1;1952;NA;2888;4647;1268;NA;85000;8771;7077;NA;9;13;NA;NA;NA;1645038
995;69503778;6940;12-08-2022;198;238;1143;63;2;1939;NA;2039;5861;504;NA;70000;7476;6031;1960;70;3;NA;NA;NA;1394918
996;61502495;6940;12-08-2022;170;213;3408;75;2;1920;NA;1454;4437;765;NA;50000;5044;4066;1976;NA;14;NA;NA;NA;945081
997;69508076;6940;12-08-2022;266;334;1119;129;2;1952;NA;1289;2979;5226;NA;50000;4472;3784;1999;166;26;NA;NA;NA;994986
998;69504006;6940;12-08-2022;93;104;428;32;2;1957;NA;1123;4471;198;NA;25000;2518;2029;NA;21;NA;NA;NA;NA;464984
999;71104316;7620;12-08-2022;138;143;209;43;2;1920;NA;902;1818;413;NA;25000;1374;1103;NA;NA;NA;NA;NA;NA;259974
1000;71104617;7620;12-08-2022;103;108;331;43;2;1902;NA;967;2778;93;NA;25000;1662;1334;NA;NA;NA;NA;NA;NA;300024
1001;71103362;7620;12-08-2022;122;152;980;32;2;1880;NA;854;1809;1022;NA;25000;1222;1031;1972;NA;7;NA;NA;NA;274968
1002;71104622;7620;12-08-2022;167;181;1700;43;1;1974;NA;1375;3315;93;NA;30000;3219;2580;1987;NA;NA;NA;NA;NA;600015
1003;71104558;7620;12-08-2022;255;249;2914;75;2;1905;NA;1412;2791;151;NA;35000;3497;2869;1979;NA;NA;NA;NA;NA;694959
1004;71104436;7620;12-08-2022;204;254;1376;65;2;1927;NA;1201;1378;164;NA;25000;1649;1370;NA;NA;NA;NA;NA;NA;350012
1005;71104373;7620;12-08-2022;123;156;762;64;3;1931;NA;1212;3173;339;NA;25000;2792;2240;NA;91;NA;NA;NA;NA;494988
1006;71103668;7620;12-08-2022;100;110;1135;44;3;1941;NA;962;6318;738;NA;35000;3423;2806;NA;24;0;NA;NA;NA;694980
1007;71102786;7620;12-08-2022;161;167;690;63;2;1900;NA;1167;2988;1516;NA;25000;2279;1919;1998;NA;16;NA;NA;NA;498996
1008;71104306;7620;12-08-2022;164;171;1092;42;2;1908;NA;1439;4357;135;NA;40000;3665;3007;1997;NA;NA;NA;NA;NA;745047
1009;71103547;7620;12-08-2022;220;286;1688;77;2;1850;NA;1420;2885;881;NA;45000;3699;3118;1976;NA;NA;NA;NA;NA;825110
1010;71104387;7620;12-08-2022;168;182;1073;63;2;1906;NA;1094;1896;343;NA;25000;1849;1482;NA;NA;NA;NA;NA;NA;345072
1011;71103152;7620;12-08-2022;160;161;645;53;3;1925;NA;1132;5248;1232;NA;45000;4203;3450;2016;NA;6;NA;NA;NA;844928
1012;71101739;7620;12-08-2022;128;133;977;102;1;1906;NA;957;3947;2528;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;524951
1013;71104572;7620;12-08-2022;130;165;781;55;3;1940;NA;1340;4233;156;NA;35000;3341;2777;1973;80;NA;NA;NA;NA;698445
1014;71104496;7620;12-08-2022;209;NA;702;74;2;1910;NA;NA;NA;NA;NA;25000;1738;1395;1990;NA;NA;NA;NA;NA;NA
1015;71104046;7620;12-08-2022;95;96;434;42;3;1935;NA;1100;4531;461;NA;25000;1977;1665;NA;6;NA;NA;NA;NA;434976
1016;71103082;7620;12-08-2022;86;100;600;32;2;1897;NA;769;2350;1255;NA;25000;1232;989;NA;NA;NA;NA;NA;NA;235000
1017;71103932;7620;12-08-2022;160;NA;726;53;2;1900;NA;1011;2469;520;NA;25000;1787;1506;NA;NA;NA;NA;NA;NA;NA
1018;47503201;4623;12-08-2022;168;162;720;64;1;1973;NA;2738;22809;156;NA;185000;19504;15777;NA;NA;1;NA;NA;NA;3695058
1019;26804941;4623;12-08-2022;148;163;1600;54;1;1994;NA;3534;24509;205;NA;2,00E+05;21047;17013;NA;NA;5;NA;NA;NA;3994967
1020;47503215;4623;12-08-2022;155;159;1052;54;1;1996;NA;3666;24497;140;NA;195000;20556;16628;NA;NA;2;NA;NA;NA;3895023
1021;26804792;4623;12-08-2022;231;246;2636;85;1;1805;NA;4375;20305;402;NA;250000;26424;21375;2017;NA;9;NA;NA;NA;4995030
1022;47503208;4623;12-08-2022;161;167;734;43;1;2002;NA;3314;23922;129;NA;2,00E+05;21082;17054;NA;NA;NA;NA;NA;NA;3994974
1023;47503220;4623;12-08-2022;178;221;756;65;3;1976;NA;3250;18077;105;NA;2,00E+05;21082;17054;NA;149;7;NA;NA;NA;3995017
1024;47503204;4623;12-08-2022;190;193;788;64;1;1979;NA;2850;20699;94;NA;2,00E+05;21082;17054;NA;NA;2;NA;NA;NA;3994907
1025;96704923;9670;12-08-2022;140;173;792;43;3;1950;NA;1504;3757;172;NA;35000;3476;2767;1982;80;NA;NA;NA;NA;649961
1026;96704843;9670;12-08-2022;75;78;251;32;2;1882;NA;1021;4103;429;NA;25000;1702;1355;1961;NA;7;NA;NA;NA;320034
1027;96702042;9670;12-08-2022;144;155;1152;54;1;1970;NA;1056;3194;2969;NA;25000;2674;2128;1980;NA;17;NA;NA;NA;495070
1028;96704823;9670;12-08-2022;155;158;1355;53;2;1925;NA;1088;3133;401;NA;25000;2674;2128;NA;NA;NA;NA;NA;NA;495014
1029;96702006;9670;12-08-2022;82;121;1043;64;2;1959;NA;952;4917;2992;NA;30000;3201;2547;NA;82;8;NA;NA;NA;594957
1030;96704884;9670;12-08-2022;152;155;537;53;2;1929;NA;1322;4484;276;NA;35000;3726;2965;1978;NA;7;NA;NA;NA;695020
1031;96702025;9670;12-08-2022;116;154;746;64;1;1955;NA;1665;5455;2984;NA;45000;4472;3560;1981;86;NA;NA;NA;NA;840070
1032;88103959;8831;12-08-2022;96;109;705;32;2;1956;NA;1431;5917;147;NA;35000;3467;2786;NA;NA;7;NA;NA;NA;644953
1033;62706036;6240;12-08-2022;136;142;634;53;3;1934;NA;1621;4190;217;NA;30000;3195;2565;NA;7;18;NA;NA;NA;594980
1034;62706160;6240;12-08-2022;167;193;1066;54;1;2010;2020;1987;15518;105;NA;150000;14769;12143;NA;NA;NA;NA;NA;NA;2994974
1035;62705888;6240;12-08-2022;184;197;821;64;2;1968;NA;1702;6066;360;NA;60000;5588;4651;NA;NA;8;NA;NA;NA;1195002
1036;62705763;6240;12-08-2022;179;226;9261;54;1;1802;NA;894;3319;506;NA;40000;3668;3011;NA;NA;11;NA;NA;NA;750094
1037;47111047;4750;12-08-2022;157;155;5883;65;2;1930;NA;3035;14806;378;NA;115000;12146;9777;NA;NA;4;NA;NA;NA;2294930
1038;47604830;4750;12-08-2022;137;163;2161;42;2;1877;NA;2251;4571;220;NA;40000;3983;3205;NA;NA;17;NA;NA;NA;745073
1039;65802751;6640;12-08-2022;70;72;235;21;1;1980;NA;NA;NA;NA;NA;50000;4924;3959;NA;NA;NA;NA;NA;NA;NA
1040;60204768;6640;12-08-2022;152;158;1000;54;1;1975;NA;1652;9462;413;NA;75000;7931;6377;NA;NA;9;NA;NA;NA;1494996
1041;60403654;6640;12-08-2022;102;110;1000;32;1;1967;NA;1766;7227;337;NA;40000;4255;3418;NA;NA;20;NA;NA;NA;794970
1042;60403904;6640;12-08-2022;120;128;885;43;1;1973;NA;1913;10117;120;NA;65000;6882;5529;NA;NA;11;NA;NA;NA;1294976
1043;60205055;6640;12-08-2022;204;210;1000;64;2;1964;NA;1820;12357;155;NA;130000;13714;11027;2009;NA;NA;NA;NA;NA;2594970
1044;65802757;6640;12-08-2022;157;207;15288;32;1;1920;NA;2136;7222;84;NA;75000;8630;6810;2006;NA;NA;NA;NA;NA;1494954
1045;56003903;5601;12-08-2022;207;210;103148;118;NA;1827;NA;2359;13786;638;NA;145000;15356;12255;1973;NA;3;NA;NA;NA;2895060
1046;95603243;9550;12-08-2022;116;125;795;54;1;1967;NA;1417;5992;142;NA;40000;4009;3202;NA;NA;6;NA;NA;NA;749000
1047;49305101;4930;12-08-2022;204;380;19106;53;2;1900;2020;2157;5787;287;NA;110000;11669;9286;2002;NA;4;NA;NA;NA;2199060
1048;49304233;4930;12-08-2022;155;148;1363;43;1;1958;NA;2215;13480;1177;NA;1,00E+05;10583;8422;NA;NA;9;NA;NA;NA;1995040
1049;49305243;4930;12-08-2022;70;84;259;21;1;1867;NA;1149;7131;212;NA;30000;2848;2350;NA;NA;NA;NA;NA;NA;599004
1050;49305210;4930;12-08-2022;126;150;1127;44;1;1969;NA;1370;2660;245;NA;25000;2132;1695;NA;NA;26;NA;NA;NA;399000
1051;49305277;4930;12-08-2022;171;NA;685;54;2;1910;NA;929;9351;108;NA;80000;8915;7096;NA;NA;NA;NA;NA;NA;NA
1052;49702432;4930;12-08-2022;80;92;465;33;2;1941;NA;1159;4076;281;NA;25000;2090;1664;NA;NA;3;NA;NA;NA;374992
1053;49305301;4930;12-08-2022;139;149;780;43;2;1937;NA;1067;4020;157;NA;30000;3218;2558;NA;4;6;NA;NA;NA;598980
1054;49305359;4930;12-08-2022;79;85;336;42;2;1900;NA;1663;7824;114;NA;35000;3545;2818;NA;NA;7;NA;NA;NA;665040
1055;49304972;4930;12-08-2022;110;116;1522;42;1;1900;NA;1445;3957;287;NA;25000;2342;1907;NA;NA;NA;NA;NA;NA;459012
1056;49304998;4930;12-08-2022;128;130;187;32;1;1779;NA;1226;8454;282;NA;55000;5875;4675;1936;NA;15;NA;NA;NA;1099020
1057;49305381;4930;12-08-2022;130;NA;516;43;2;1900;NA;1938;9192;104;NA;60000;6379;5072;1955;NA;NA;NA;NA;NA;NA
1058;57206110;5960;12-08-2022;158;157;275;77;3;1800;NA;1405;9522;386;NA;75000;6716;5641;NA;8;NA;NA;NA;NA;1494954
1059;57206364;5960;12-08-2022;125;133;228;43;3;1850;NA;1527;5075;177;NA;35000;3628;2894;NA;30;9;NA;NA;NA;674975
1060;57206075;5960;12-08-2022;198;210;615;66;3;1850;NA;1613;8571;281;NA;90000;8072;6781;NA;12;NA;NA;NA;NA;1799910
1061;57206374;5960;12-08-2022;141;144;222;55;3;1900;NA;1585;6910;182;NA;50000;5324;4250;1971;3;29;NA;NA;NA;995040
1062;57206108;5960;12-08-2022;296;295;910;75;2;1980;NA;2144;10831;284;NA;160000;16807;13410;2003;NA;NA;NA;NA;NA;3195145
1063;47604863;4735;12-08-2022;185;NA;1141;85;3;1938;NA;2135;7000;303;NA;65000;6896;5550;NA;55;13;NA;NA;NA;NA
1064;55003222;5500;12-08-2022;123;127;663;55;1;2005;NA;3198;21220;158;NA;135000;14251;11420;NA;NA;4;NA;NA;NA;2694940
1065;55003225;5500;12-08-2022;105;109;3500;44;3;1879;NA;1832;9128;136;NA;50000;4863;3988;NA;7;NA;NA;NA;NA;994952
1066;55003293;5500;12-08-2022;111;144;621;55;3;1930;NA;2328;17326;123;NA;125000;13240;10611;1998;61;17;NA;NA;NA;2494944
1067;55003204;5500;12-08-2022;97;120;497;44;3;1935;NA;1757;18125;134;NA;110000;10540;8647;NA;61;NA;NA;NA;NA;2175000
1068;55003173;5500;12-08-2022;149;180;763;55;2;1966;NA;2198;10528;177;NA;95000;9395;7709;1975;43;4;NA;NA;NA;1895040
1069;55003365;5500;12-08-2022;164;175;909;54;1;2012;2010;2389;20543;88;NA;180000;19546;15679;NA;NA;3;NA;NA;NA;3595025
1070;55003396;5500;12-08-2022;121;181;1013;44;2;1972;NA;1956;11022;87;NA;1,00E+05;10589;8486;NA;121;8;NA;NA;NA;1994982
1071;55002916;5500;12-08-2022;175;209;700;76;3;1972;NA;2274;8110;175;NA;85000;8948;7170;2003;94;13;NA;NA;NA;1694990
1072;55003307;5500;12-08-2022;85;87;1660;32;1;1937;NA;1378;34425;129;NA;150000;15969;12807;2001;NA;14;NA;NA;NA;2994975
1073;55003277;5500;12-08-2022;260;315;1513;86;3;1917;NA;7026;50635;134;NA;8,00E+05;83899;67241;1952;125;NA;NA;NA;NA;15950025
1074;55003379;5500;12-08-2022;116;139;1187;55;3;1955;NA;2093;13633;101;NA;95000;10075;8079;NA;66;NA;NA;NA;NA;1894987
1075;55003315;5500;12-08-2022;127;143;701;42;2;1966;NA;2486;11154;104;NA;80000;9203;7241;1976;39;6;NA;NA;NA;1595022
1076;55003160;5500;12-08-2022;179;190;887;66;1;2000;NA;3416;17632;205;NA;170000;17677;14177;NA;NA;16;NA;NA;NA;3350080
1077;55002798;5500;12-08-2022;107;105;106;32;2;1900;NA;1617;19000;283;NA;1,00E+05;10557;8460;1967;NA;9;NA;NA;NA;1995000
1078;55003321;5500;12-08-2022;156;165;758;55;1;2007;NA;NA;NA;NA;NA;145000;15356;12306;NA;NA;NA;NA;NA;NA;NA
1079;55002604;5500;12-08-2022;176;187;742;65;1;1979;NA;2357;18690;542;NA;175000;18543;14860;NA;33;7;NA;NA;NA;3495030
1080;55003256;5500;12-08-2022;94;121;486;21;3;1933;NA;1796;16488;112;NA;1,00E+05;10519;8429;NA;58;5;NA;NA;NA;1995048
1081;55003355;5500;12-08-2022;138;159;828;32;3;1929;NA;1701;15063;88;NA;120000;12613;10108;1975;45;NA;NA;NA;NA;2395017
1082;55003075;5500;12-08-2022;151;153;834;53;1;1988;NA;2934;15673;123;NA;120000;13213;10598;1998;NA;4;NA;NA;NA;2397969
1083;55003121;5500;12-08-2022;106;114;1085;44;1;1976;NA;2029;13114;143;NA;75000;8685;6834;NA;NA;6;NA;NA;NA;1494996
1084;56004562;5642;12-08-2022;295;230;804;86;1;1911;NA;1400;5435;101;NA;65000;6658;5313;1981;110;NA;NA;NA;NA;1250050
1085;56803081;5642;12-08-2022;123;145;1380;43;3;1935;NA;2067;6552;147;NA;50000;5033;4016;1989;20;NA;NA;NA;NA;950040
1086;88104008;9632;12-08-2022;140;152;882;43;3;1950;NA;1534;4572;100;NA;35000;4079;3218;2006;80;7;NA;NA;NA;694944
1087;88103890;9632;12-08-2022;161;166;700;64;1;1971;NA;1577;4819;170;NA;40000;4297;3451;NA;NA;11;NA;NA;NA;799954
1088;44503899;4440;12-08-2022;192;190;2079;54;2;1898;NA;2058;8132;478;NA;80000;6940;5868;1976;NA;3;NA;NA;NA;1545080
1089;44504371;4440;12-08-2022;130;134;18660;43;2;1777;NA;3669;18619;280;NA;125000;13199;10620;NA;NA;22;NA;NA;NA;2494946
1090;44504372;4440;12-08-2022;127;134;16400;42;2;1777;NA;3595;17500;183;NA;120000;12448;10024;NA;NA;13;NA;NA;NA;2345000
1091;44504434;4440;12-08-2022;115;121;428;32;2;1931;NA;1565;9876;149;NA;60000;5811;4782;NA;NA;NA;NA;NA;NA;1194996
1092;44504517;4440;12-08-2022;134;113;541;44;2;1925;NA;1731;11496;93;NA;65000;6876;5532;NA;NA;7;NA;NA;NA;1299048
1093;44504272;4440;12-08-2022;328;365;25891;128;NA;1917;NA;3577;12863;184;NA;235000;24749;19914;NA;NA;6;NA;NA;NA;4694995
1094;44504509;4440;12-08-2022;177;180;984;64;2;1917;NA;2200;8750;88;NA;80000;9082;7178;1987;NA;NA;NA;NA;NA;1575000
1095;54702766;5462;12-08-2022;165;197;844;65;3;1916;NA;2417;8604;357;NA;85000;9020;7211;1975;80;8;NA;NA;NA;1694988
1096;54702905;5462;12-08-2022;133;138;1450;43;2;1912;NA;1654;13007;106;NA;90000;9516;7601;2015;NA;5;NA;NA;NA;1794966
1097;54702933;5462;12-08-2022;153;158;875;43;1;1970;NA;NA;NA;NA;NA;115000;12178;9728;1994;NA;NA;NA;NA;NA;NA
1098;54702579;5462;12-08-2022;130;175;17925;64;1;1827;NA;1869;13686;416;NA;120000;11586;9477;NA;NA;NA;NA;NA;NA;2395050
1099;54702578;5462;12-08-2022;93;107;3109;32;1;1827;NA;1666;13037;573;NA;70000;7406;5920;2015;NA;NA;NA;NA;NA;1394959
1100;54702378;5462;12-08-2022;80;93;2508;21;1;1790;NA;NA;NA;NA;NA;25000;2683;2142;NA;NA;NA;NA;NA;NA;NA
1101;41801887;4190;12-08-2022;220;225;81289;65;NA;1854;NA;2657;16333;351;NA;185000;19311;15396;2009;NA;NA;NA;NA;NA;3674925
1102;53004218;5330;12-08-2022;248;253;937;65;2;1975;NA;3035;11858;98;NA;150000;15925;12727;NA;NA;NA;NA;NA;NA;3000074
1103;53004123;5330;12-08-2022;162;170;855;54;1;1972;NA;3051;8206;178;NA;70000;7404;5912;1974;NA;18;NA;NA;NA;1395020
1104;49205154;4900;12-08-2022;162;171;1026;43;1;1973;NA;2200;9327;86;NA;80000;9261;7226;1976;NA;NA;NA;NA;NA;1594917
1105;49204954;4900;12-08-2022;115;144;900;32;3;1949;NA;2086;7604;255;NA;55000;5845;4651;NA;75;NA;NA;NA;NA;1094976
1106;49205147;4900;12-08-2022;126;117;966;54;1;1978;NA;1710;9786;92;NA;60000;6274;4993;NA;NA;NA;NA;NA;NA;1144962
1107;49205151;4900;12-08-2022;152;154;846;43;2;1930;NA;1174;3864;104;NA;30000;3362;2676;1967;NA;12;NA;NA;NA;595056
1108;49205134;4900;12-08-2022;139;134;634;43;2;1926;NA;1634;6455;91;NA;45000;4336;3533;NA;NA;NA;NA;NA;NA;864970
1109;49204983;4900;12-08-2022;86;NA;847;32;NA;1925;NA;1519;5174;293;NA;25000;2407;1913;NA;NA;23;NA;NA;NA;NA
1110;49203585;4900;12-08-2022;149;155;717;54;1;1964;NA;1733;6129;1548;NA;50000;5312;4228;1971;NA;5;NA;NA;NA;949995
1111;49205071;4900;12-08-2022;120;129;763;54;2;1968;NA;1299;3837;154;NA;25000;2664;2117;1978;NA;29;NA;NA;NA;494973
1112;49205157;4900;12-08-2022;119;123;594;43;2;1847;NA;1180;4837;120;NA;30000;3209;2553;1957;NA;NA;NA;NA;NA;594951
1113;49204917;4900;12-08-2022;150;146;540;43;2;1918;NA;NA;NA;NA;NA;40000;4268;3393;1964;NA;NA;NA;NA;NA;NA
1114;49205006;4900;12-08-2022;145;157;675;43;1;1976;NA;NA;NA;NA;NA;40000;4268;3393;NA;NA;NA;NA;NA;NA;NA
1115;49205087;4900;12-08-2022;237;236;1082;85;2;1969;NA;1674;5487;120;NA;65000;6882;5472;NA;NA;NA;NA;NA;NA;1294932
1116;49205152;4900;12-08-2022;90;93;380;21;1;1942;NA;1192;4247;102;NA;25000;1993;1624;NA;NA;NA;NA;NA;NA;394971
