;_id;zip;scrapedate;Boligareal;Vgtet_areal;Grundareal;Rum_vrelser;Antal_plan;Bygger;Energimrke;Ejerudgifter_pr__md_;Pris_m_;Liggetid;Tidligere_salgspris;Udbetaling;Brutto_ekskl__ejerudgifter;Netto_ekskl__ejerudgifter;Ombygget;Klder;Prisudvikling;Boligydelse;Forbrugsafh__forhold;Teknisk_pris;pris
419;45503597;4540;12-08-2022;179;184;704;54;2;1995;NA;2264;13560;119;NA;125000;12336;10074;NA;NA;NA;NA;NA;NA;2495040
420;96402772;9640;12-08-2022;147;170;550;54;3;1910;NA;1014;2324;142;NA;25000;1946;1584;NA;10;NA;NA;NA;NA;395080
421;96402759;9640;12-08-2022;92;100;850;32;1;1964;NA;1343;4950;157;NA;25000;2676;2128;NA;NA;NA;NA;NA;NA;495000
422;96402709;9640;12-08-2022;122;133;658;43;2;1931;NA;1062;2248;315;NA;25000;1592;1266;NA;NA;24;NA;NA;NA;298984
423;96402744;9640;12-08-2022;91;89;3661;43;2;1987;NA;NA;NA;244;NA;NA;NA;NA;NA;NA;18;2600;573;640254;NA
424;96402771;9640;12-08-2022;182;191;333;53;3;1912;NA;1335;2592;162;NA;25000;2348;1937;1979;10;NA;NA;NA;NA;495072
425;96402690;9640;12-08-2022;119;152;763;55;2;1942;NA;1044;3914;343;NA;30000;3212;2555;NA;49;NA;NA;NA;NA;594928
426;96402820;9640;12-08-2022;130;137;801;43;1;1969;NA;1137;5073;125;NA;35000;3431;2795;NA;NA;NA;NA;NA;NA;695001
427;96402727;9640;12-08-2022;117;138;817;43;3;1930;NA;1354;5065;221;NA;35000;3525;2872;NA;40;7;NA;NA;NA;698970
428;96402685;9640;12-08-2022;120;159;1488;43;2;1912;NA;1666;3994;342;NA;35000;2875;2409;1981;NA;NA;NA;NA;NA;635046
429;96402843;9640;12-08-2022;94;144;862;53;3;1937;NA;972;2396;100;NA;25000;1847;1470;NA;94;13;NA;NA;NA;345024
430;51105612;5863;12-08-2022;276;266;30244;97;NA;1918;NA;2947;12011;107;NA;160000;16881;13472;1986;NA;NA;NA;NA;NA;3194926
431;41005769;4173;12-08-2022;115;177;1200;42;1;1965;NA;NA;NA;NA;NA;85000;9030;7219;NA;108;NA;NA;NA;NA;NA
432;41005851;4173;12-08-2022;111;NA;883;43;1;1966;NA;1978;11667;84;NA;65000;6903;5513;1984;NA;NA;NA;NA;NA;NA
433;41005783;4173;12-08-2022;132;143;891;32;2;1922;NA;2045;12552;140;NA;90000;9759;7787;1978;3;NA;NA;NA;NA;1794936
434;41004517;4173;12-08-2022;96;110;934;31;1;1877;NA;1640;7227;1032;NA;40000;4252;3389;1960;NA;11;NA;NA;NA;794970
435;41803197;4173;12-08-2022;166;197;151963;64;1;1939;NA;1831;22817;86;NA;225000;23611;18825;NA;96;NA;NA;NA;NA;4494949
436;96902283;9690;12-08-2022;98;108;827;32;1;1945;NA;1245;4167;1695;NA;25000;2228;1822;1959;12;14;NA;NA;NA;450036
437;96902698;9690;12-08-2022;211;210;8699;42;2;1936;NA;1380;1381;1024;NA;25000;1409;1153;NA;NA;36;NA;NA;NA;290010
438;96902678;9690;12-08-2022;150;301;4559;54;1;1800;NA;1882;2309;560;NA;35000;3516;2879;NA;NA;13;NA;NA;NA;695009
439;96903311;9690;12-08-2022;137;163;27025;65;1;1922;NA;1488;5061;123;NA;45000;4411;3530;1986;NA;NA;NA;NA;NA;824943
440;96901597;9690;12-08-2022;136;153;1183;54;2;1964;NA;1272;3987;1886;NA;35000;2988;2444;2000;32;NA;NA;NA;NA;610011
441;96903243;9690;12-08-2022;136;152;1089;43;1;1976;NA;787;3849;253;NA;30000;3148;2519;NA;NA;12;NA;NA;NA;585048
442;96903214;9690;12-08-2022;110;119;1855;32;2;1946;NA;1240;3403;303;NA;25000;2043;1673;1977;5;9;NA;NA;NA;404957
443;96903263;9690;12-08-2022;113;136;997;54;1;1910;NA;941;1801;154;NA;25000;1290;1032;1979;3;17;NA;NA;NA;244936
444;96903170;9690;12-08-2022;143;162;3048;74;2;1912;NA;1089;2932;324;NA;25000;2403;1967;1979;NA;13;NA;NA;NA;474984
445;96903245;9690;12-08-2022;135;146;258;43;2;1908;NA;985;4623;263;NA;35000;3328;2725;1962;NA;13;NA;NA;NA;674958
446;96903094;9690;12-08-2022;184;203;419;53;2;1929;NA;NA;NA;NA;NA;40000;4259;3406;1983;NA;NA;NA;NA;NA;NA
447;96903076;9690;12-08-2022;110;120;742;43;2;1883;NA;875;3708;469;NA;25000;2407;1924;NA;NA;10;NA;NA;NA;444960
448;96903091;9690;12-08-2022;115;120;618;43;1;1966;NA;1199;5625;382;NA;35000;3320;2715;NA;NA;NA;NA;NA;NA;675000
449;94601742;9690;12-08-2022;126;154;1000;53;2;1951;NA;1302;3571;219;NA;30000;2950;2360;1989;70;NA;NA;NA;NA;549934
450;96902960;9690;12-08-2022;227;221;2700;42;1;1925;NA;1531;2036;557;NA;25000;2228;1822;1979;NA;23;NA;NA;NA;449956
451;96903327;9690;12-08-2022;170;188;1288;54;3;1954;NA;1431;4495;91;NA;45000;4274;3501;1972;42;NA;NA;NA;NA;845060
452;96903116;9690;12-08-2022;83;89;104;32;2;1885;NA;806;7584;450;NA;35000;3320;2715;NA;NA;NA;NA;NA;NA;674976
453;71605372;8762;12-08-2022;130;141;600;64;2;1947;NA;1278;4596;129;NA;35000;3482;2800;NA;NA;NA;NA;NA;NA;648036
454;44701768;4591;12-08-2022;129;143;1264;44;1;2005;NA;1982;11154;535;NA;80000;7762;6444;NA;NA;3;NA;NA;NA;1595022
455;44701999;4591;12-08-2022;94;98;583;33;2;1902;NA;1594;8673;152;NA;45000;4047;3402;NA;NA;NA;NA;NA;NA;849954
456;70005062;7000;12-08-2022;176;NA;908;54;1;2019;2015;3237;29517;93;NA;260000;28799;23171;NA;NA;NA;NA;NA;NA;NA
457;70004654;7000;12-08-2022;195;193;985;74;2;1976;NA;2390;16036;239;NA;155000;16349;13150;NA;NA;5;NA;NA;NA;3094948
458;70005279;7000;12-08-2022;174;167;36315;75;NA;1912;NA;2510;17335;107;NA;NA;NA;NA;2008;NA;NA;NA;NA;NA;2894945
459;70004990;7000;12-08-2022;137;148;833;54;1;1976;NA;1852;8750;125;NA;65000;6903;5548;NA;NA;7;NA;NA;NA;1295000
460;71700343;7000;12-08-2022;385;386;2760;105;3;1750;NA;3306;16826;86;NA;325000;37369;29502;1987;10;NA;NA;NA;NA;6494836
461;70004974;7000;12-08-2022;100;123;763;53;3;1950;NA;2121;12967;169;NA;80000;8486;6820;1976;50;6;NA;NA;NA;1594941
462;70005099;7000;12-08-2022;106;150;450;42;2;1936;NA;2057;15300;84;NA;115000;12178;9788;NA;106;4;NA;NA;NA;2295000
463;50303344;7000;12-08-2022;249;267;1393;75;3;1917;NA;3623;27940;176;NA;375000;40937;32937;2019;NA;7;NA;NA;NA;7459980
464;71700353;7000;12-08-2022;173;260;1837;32;2;2005;NA;6166;53827;111;NA;7,00E+05;68751;56573;NA;169;NA;NA;NA;NA;13995020
465;70601898;7000;12-08-2022;130;137;1405;54;2;1930;NA;1387;7263;113;NA;50000;5343;4380;NA;4;17;NA;NA;NA;995031
466;70005005;7000;12-08-2022;182;187;802;76;1;1998;NA;2358;13342;123;NA;125000;13234;10637;2007;NA;7;NA;NA;NA;2494954
467;61012173;7000;12-08-2022;240;237;944;74;2;1898;NA;2521;8418;196;NA;1,00E+05;9313;7760;1998;NA;2;NA;NA;NA;1995066
468;70005028;7000;12-08-2022;108;156;800;43;2;1948;NA;NA;NA;NA;NA;90000;9283;7462;NA;108;NA;NA;NA;NA;NA
469;70005035;7000;12-08-2022;121;162;713;54;2;1964;NA;2459;16636;133;NA;135000;14222;11431;1967;91;7;NA;NA;NA;2695032
470;70005012;7000;12-08-2022;139;175;731;43;3;1961;NA;2262;11400;174;NA;1,00E+05;10601;8527;NA;87;2;NA;NA;NA;1995000
471;70003703;7000;12-08-2022;201;208;813;65;2;1974;NA;1661;9591;620;NA;1,00E+05;10640;8558;NA;6;5;NA;NA;NA;1994928
472;70005027;7000;12-08-2022;170;182;791;54;1;1960;NA;2241;18544;136;NA;170000;17869;14363;1967;NA;NA;NA;NA;NA;3375008
473;70005093;7000;12-08-2022;140;149;880;43;2;1985;NA;2996;16745;84;NA;125000;13234;10637;NA;NA;4;NA;NA;NA;2495005
474;70005009;7000;12-08-2022;149;158;680;43;1;1972;NA;NA;NA;NA;NA;120000;12556;10100;NA;NA;NA;NA;NA;NA;NA
475;70005011;7000;12-08-2022;92;117;982;32;3;1950;NA;2204;10214;156;NA;60000;6379;5127;1959;66;25;NA;NA;NA;1195038
476;70004709;7000;12-08-2022;120;121;725;53;2;1900;NA;1890;9050;450;NA;55000;5143;4284;1971;NA;8;NA;NA;NA;1095050
477;70004384;7000;12-08-2022;141;145;410;43;2;1901;NA;1372;10655;146;NA;80000;8207;6596;1997;NA;3;NA;NA;NA;1544975
478;71700232;7000;12-08-2022;246;249;1192;95;2;1930;NA;5994;40141;436;NA;5,00E+05;52764;42446;1999;NA;9;NA;NA;NA;9995109
479;71700302;7000;12-08-2022;210;222;3039;64;1;1967;NA;8552;38288;NA;NA;425000;45207;36367;1999;NA;NA;NA;NA;NA;8499936
480;20401424;2000;12-08-2022;181;201;800;54;1;1954;NA;8742;72139;189;NA;725000;76323;63098;NA;55;NA;NA;NA;NA;14499939
481;20401498;2000;12-08-2022;206;225;424;63;1;1918;NA;7764;124000;99;NA;1395000;147338;121891;NA;118;7;NA;NA;NA;27900000
482;20104939;2000;12-08-2022;251;291;461;107;1;1876;NA;6968;80756;134;NA;1175000;125332;103690;1912;123;13;NA;NA;NA;23499996
483;20401213;2000;12-08-2022;136;151;131;42;1;1930;NA;2792;52967;NA;NA;4,00E+05;43897;36320;NA;NA;NA;NA;NA;NA;7998017
484;99006294;9900;12-08-2022;152;163;797;43;1;1963;NA;1295;3037;162;NA;25000;2694;2149;1971;NA;NA;NA;NA;NA;495031
485;99005820;9900;12-08-2022;108;115;195;52;3;1910;NA;1627;6043;687;NA;35000;3754;2995;NA;24;13;NA;NA;NA;694945
486;99006330;9900;12-08-2022;71;108;465;21;2;1957;NA;1393;4583;111;NA;25000;2694;2149;1967;71;6;NA;NA;NA;494964
487;99006239;9900;12-08-2022;62;66;523;21;1;1941;NA;1183;5985;234;NA;25000;2124;1694;NA;NA;12;NA;NA;NA;395010
488;93005629;9900;12-08-2022;114;118;767;43;1;1966;2010;1171;5492;499;NA;35000;3491;2785;NA;NA;NA;NA;NA;NA;648056
489;50102678;5871;12-08-2022;162;219;3447;65;2;1869;NA;2445;8420;563;NA;95000;9771;7786;1963;NA;8;NA;NA;NA;1843980
490;50102820;5871;12-08-2022;171;177;696;43;2;1900;2010;1266;7565;465;NA;70000;7109;5665;NA;NA;NA;NA;NA;NA;1339005
491;50103037;5871;12-08-2022;201;239;1810;75;3;1936;NA;2385;3661;424;NA;45000;4675;3725;1978;97;12;NA;NA;NA;874979
492;42303361;4250;12-08-2022;125;131;805;54;1;1968;NA;1630;10649;104;NA;70000;7431;5994;NA;NA;6;NA;NA;NA;1395019
493;42303197;4250;12-08-2022;135;643;925;43;NA;NA;NA;1831;4386;302;NA;145000;15204;12139;NA;NA;NA;NA;NA;NA;2820198
494;42303236;4250;12-08-2022;151;NA;976;54;NA;NA;NA;1831;20993;302;NA;160000;17100;13652;NA;NA;NA;NA;NA;NA;NA
495;47111687;4250;12-08-2022;119;131;1043;43;1;1906;NA;2133;12939;111;NA;85000;8989;7251;1998;NA;NA;NA;NA;NA;1695009
496;78604028;7884;12-08-2022;250;245;503;65;3;1900;NA;987;2020;1396;NA;25000;2517;2065;1992;4;NA;NA;NA;NA;494900
497;78603949;7884;12-08-2022;185;234;1932;86;2;1905;NA;1129;2543;121;NA;30000;3206;2571;1986;NA;NA;NA;NA;NA;595062
498;40101605;4621;12-08-2022;101;111;1349;32;2;1918;NA;3664;25180;93;NA;140000;14770;11908;NA;NA;7;NA;NA;NA;2794980
499;96402730;9631;12-08-2022;98;117;763;33;3;1952;NA;1161;4231;202;NA;25000;2525;2057;NA;58;29;NA;NA;NA;495027
500;96402766;9631;12-08-2022;163;167;788;66;3;1940;NA;1104;3563;177;NA;30000;2824;2329;1985;10;NA;NA;NA;NA;595021
501;55802147;5591;12-08-2022;114;138;779;43;1;1947;NA;1466;6268;288;NA;45000;4605;3689;NA;70;NA;NA;NA;NA;864984
502;56103238;5591;12-08-2022;197;217;8352;63;3;1748;NA;3450;6889;329;NA;75000;8171;6553;2002;17;6;NA;NA;NA;1494913
503;55801742;5591;12-08-2022;180;209;1868;53;1;1897;NA;1639;3804;1219;NA;40000;4266;3418;1974;NA;11;NA;NA;NA;795036
504;55802129;5591;12-08-2022;96;130;1754;42;3;1906;NA;1614;7654;323;NA;50000;5323;4265;NA;20;9;NA;NA;NA;995020
505;55801984;5591;12-08-2022;155;154;1093;43;2;1875;NA;1280;5812;558;NA;45000;4823;3867;1966;NA;6;NA;NA;NA;895048
506;28202336;2820;12-08-2022;227;266;1008;64;2;1937;NA;7208;56372;157;NA;750000;86510;69663;1962;103;12;NA;NA;NA;14994952
507;28202395;2820;12-08-2022;175;NA;584;54;NA;2013;2010;5152;57114;92;NA;5,00E+05;52603;43058;NA;NA;6;NA;NA;NA;NA
508;28202320;2820;12-08-2022;229;235;789;94;2;1922;NA;4839;32957;113;NA;390000;40856;33442;1963;14;9;NA;NA;NA;7744895
509;28202375;2820;12-08-2022;120;129;955;43;2;1931;NA;4359;51899;147;NA;335000;35131;28755;NA;24;11;NA;NA;NA;6694971
510;43003402;4532;12-08-2022;123;145;5000;31;1;1962;NA;2420;10310;143;NA;75000;7931;6386;NA;NA;NA;NA;NA;NA;1494950
511;92101396;9260;12-08-2022;96;122;538;43;3;1926;NA;1416;4082;210;NA;25000;2702;2171;1972;64;NA;NA;NA;NA;498004
512;71605052;7323;12-08-2022;141;148;962;54;1;1968;NA;1876;5270;276;NA;40000;4289;3516;NA;NA;2;NA;NA;NA;779960
513;95602544;8983;12-08-2022;92;142;2321;32;2;1900;NA;1531;2430;1477;NA;25000;1844;1478;NA;NA;8;NA;NA;NA;345060
514;89304808;8983;12-08-2022;98;109;1000;33;3;1960;NA;1434;5917;311;NA;35000;3482;2792;NA;30;17;NA;NA;NA;644953
515;85504129;8983;12-08-2022;105;118;408;43;2;1917;NA;1336;5068;351;NA;30000;3229;2589;1976;NA;20;NA;NA;NA;598024
516;89304828;8983;12-08-2022;155;166;963;66;2;1977;NA;1756;4187;269;NA;35000;3762;3017;NA;NA;13;NA;NA;NA;695042
517;89304725;8983;12-08-2022;155;152;359;53;2;1850;NA;1442;4243;387;NA;35000;3199;2623;1998;NA;NA;NA;NA;NA;644936
518;89304736;8983;12-08-2022;129;139;935;43;1;1875;NA;1376;4640;298;NA;35000;3222;2643;NA;NA;NA;NA;NA;NA;644960
519;56103043;5620;12-08-2022;148;154;591;54;3;1875;NA;1057;5032;441;NA;40000;3868;3163;1989;NA;NA;NA;NA;NA;774928
520;56102964;5620;12-08-2022;216;213;808;87;2;1969;NA;2374;10094;539;NA;110000;10607;8677;1976;NA;2;NA;NA;NA;2150022
521;56103448;5620;12-08-2022;198;222;1321;65;3;1976;NA;2110;7185;107;NA;80000;8541;6826;2009;NA;3;NA;NA;NA;1595070
522;56803087;5620;12-08-2022;146;163;782;66;3;1926;NA;1476;7945;203;NA;65000;6888;5500;1991;7;NA;NA;NA;NA;1295035
523;56103353;5620;12-08-2022;166;177;19990;53;2;1877;NA;NA;NA;NA;NA;105000;11161;8912;1983;NA;NA;NA;NA;NA;NA
524;56103465;5620;12-08-2022;95;119;822;43;3;1955;NA;1372;8824;111;NA;55000;5262;4304;NA;56;NA;NA;NA;NA;1050056
525;56802213;5620;12-08-2022;175;190;1084;64;2;1966;NA;1554;5237;723;NA;50000;4470;3755;1974;40;9;NA;NA;NA;995030
526;56103261;5620;12-08-2022;180;212;74701;55;NA;1755;NA;3196;8939;239;NA;95000;10048;8030;1966;NA;16;NA;NA;NA;1895068
527;54903909;5620;12-08-2022;202;269;7286;64;1;1877;NA;2647;5186;125;NA;70000;7452;5955;1989;4;NA;NA;NA;NA;1395034
528;56103074;5620;12-08-2022;122;164;700;64;3;1956;NA;1549;4238;430;NA;35000;3144;2640;1973;90;13;NA;NA;NA;695032
529;56802408;5620;12-08-2022;174;186;1791;44;3;1938;NA;1771;5349;333;NA;50000;5314;4246;NA;9;17;NA;NA;NA;994914
530;56803097;5620;12-08-2022;162;187;1701;43;2;1870;NA;1955;7460;140;NA;70000;7491;5986;1977;NA;NA;NA;NA;NA;1395020
531;56103338;5620;12-08-2022;211;201;2180;86;1;1910;NA;1406;8184;198;NA;85000;8723;6965;2004;NA;NA;NA;NA;NA;1644984
532;56103458;5620;12-08-2022;150;193;526;44;3;1930;NA;1320;6865;164;NA;70000;7046;5631;NA;90;4;NA;NA;NA;1324945
533;56102954;5620;12-08-2022;237;232;8303;75;2;1902;NA;1556;8599;408;NA;1,00E+05;10592;8465;2009;NA;19;NA;NA;NA;1994968
534;56103452;5620;12-08-2022;164;183;508;75;3;1917;NA;1595;9809;164;NA;90000;9549;7625;1998;32;5;NA;NA;NA;1795047
535;56803128;5620;12-08-2022;89;92;720;32;1;1963;NA;1253;6467;104;NA;30000;2992;2445;NA;NA;NA;NA;NA;NA;594964
536;56102663;5620;12-08-2022;166;197;3020;43;2;1700;NA;2077;6345;849;NA;65000;6784;5422;1965;NA;24;NA;NA;NA;1249965
537;67701731;6752;12-08-2022;163;181;1152;54;1;2000;NA;1362;8829;163;NA;80000;8572;6902;NA;NA;6;NA;NA;NA;1598049
538;24403598;2600;12-08-2022;93;100;914;32;1;1960;NA;3977;32950;104;NA;165000;17395;14247;1973;NA;11;NA;NA;NA;3295000
539;47111649;4171;12-08-2022;136;176;947;43;1;1972;NA;2381;10199;122;NA;90000;9516;7676;NA;NA;5;NA;NA;NA;1795024
540;47111113;4171;12-08-2022;169;177;867;53;1;1972;NA;2384;11271;347;NA;1,00E+05;10568;8525;1980;NA;5;NA;NA;NA;1994967
541;41005663;4171;12-08-2022;110;112;619;43;2;1920;NA;1830;13348;232;NA;75000;7915;6384;1975;NA;6;NA;NA;NA;1494976
542;41005548;4171;12-08-2022;124;126;569;43;1;1962;NA;2086;12659;268;NA;80000;7949;6561;1976;NA;NA;NA;NA;NA;1595034
543;41005863;4171;12-08-2022;173;170;662;53;2;2002;NA;2088;13500;94;NA;115000;12184;9836;2003;NA;NA;NA;NA;NA;2295000
544;41005726;4171;12-08-2022;217;220;1728;43;2;1995;NA;2796;15886;156;NA;175000;18544;14972;2003;NA;NA;NA;NA;NA;3494920
545;41005841;4171;12-08-2022;166;160;33755;53;NA;1896;NA;4180;22469;86;NA;180000;18985;15316;1999;NA;5;NA;NA;NA;3595040
546;67401934;6690;12-08-2022;190;271;49251;86;2;1912;NA;2392;9576;100;NA;130000;12865;10565;NA;NA;NA;NA;NA;NA;2595096
547;44104113;4281;12-08-2022;90;98;381;52;2;1966;NA;1855;14235;483;NA;70000;7431;6037;NA;NA;7;NA;NA;NA;1395030
548;44104488;4281;12-08-2022;128;135;797;43;3;1941;NA;1746;7963;178;NA;55000;5736;4660;NA;15;2;NA;NA;NA;1075005
549;60903061;6510;12-08-2022;248;NA;2729;86;1;2018;2020;4347;12097;1479;NA;150000;15926;12708;NA;NA;NA;NA;NA;NA;NA
550;60905392;6510;12-08-2022;173;177;1364;54;1;1967;NA;NA;NA;NA;NA;25000;2118;1690;NA;NA;NA;NA;NA;NA;NA
551;60904177;6510;12-08-2022;109;124;716;21;1;1951;NA;959;3629;141;NA;25000;2434;1939;NA;NA;9;NA;NA;NA;449996
552;60905743;6510;12-08-2022;130;164;948;43;3;1937;NA;1471;5457;322;NA;45000;4801;3830;1979;100;NA;NA;NA;NA;894948
553;60905353;6510;12-08-2022;254;NA;818;85;3;1912;NA;1083;2736;386;NA;35000;3745;2987;NA;NA;NA;NA;NA;NA;NA
554;60905437;6510;12-08-2022;112;152;1057;53;3;1948;NA;1203;4572;440;NA;35000;3745;2987;1983;69;5;NA;NA;NA;694944
555;60906118;6510;12-08-2022;129;132;831;43;1;1965;NA;1266;5871;95;NA;40000;4161;3320;1978;NA;NA;NA;NA;NA;774972
556;60905978;6510;12-08-2022;153;162;822;54;1;1957;NA;1479;4321;179;NA;35000;3772;3009;1974;NA;NA;NA;NA;NA;700002
557;60906028;6510;12-08-2022;135;164;665;42;2;1965;NA;1529;4567;161;NA;40000;4012;3198;1979;36;6;NA;NA;NA;748988
558;60905786;6510;12-08-2022;84;108;800;32;2;1961;NA;1063;6435;227;NA;35000;3721;2966;NA;50;NA;NA;NA;NA;694980
559;60905958;6510;12-08-2022;143;150;873;53;2;1949;NA;1472;7300;256;NA;55000;5858;4674;1991;NA;NA;NA;NA;NA;1095000
560;60905675;6510;12-08-2022;171;185;1295;64;2;1913;NA;939;3649;213;NA;35000;3633;2898;NA;NA;NA;NA;NA;NA;675065
561;60906089;6510;12-08-2022;120;NA;818;42;3;1944;NA;1552;4125;129;NA;25000;2688;2143;NA;69;NA;NA;NA;NA;NA
562;64200870;6300;12-08-2022;167;169;1000;76;1;1965;NA;2574;8846;188;NA;75000;7968;6396;NA;NA;6;NA;NA;NA;1494974
563;64202845;6300;12-08-2022;138;145;1138;64;1;1857;NA;1823;5483;130;NA;40000;4271;3427;NA;10;NA;NA;NA;NA;795035
564;67601964;6771;12-08-2022;152;160;20000;53;3;1937;NA;1999;7188;407;NA;60000;5773;4740;1977;20;23;NA;NA;NA;1150080
565;67601993;6771;12-08-2022;400;387;2525;1111;2;1780;NA;2100;4646;287;NA;90000;9532;7645;2006;NA;NA;NA;NA;NA;1798002
566;85201273;8500;12-08-2022;131;164;800;43;3;1928;NA;1703;4543;2626;NA;40000;4349;3408;NA;85;12;NA;NA;NA;745052
567;85202958;8500;12-08-2022;130;NA;732;43;2;1940;NA;1343;5577;447;NA;40000;4228;3313;1971;NA;6;NA;NA;NA;NA
568;85203279;8500;12-08-2022;204;216;1226;43;2;1900;NA;1734;3694;100;NA;40000;4673;3662;1973;NA;NA;NA;NA;NA;797904
569;26703602;2670;12-08-2022;150;179;740;64;1;1965;NA;3472;23156;92;NA;210000;21763;17708;NA;60;6;NA;NA;NA;4144924
570;26703496;2670;12-08-2022;133;137;750;43;1;1978;NA;3344;29161;240;NA;2,00E+05;21156;17227;NA;NA;2;NA;NA;NA;3995057
571;26703470;2670;12-08-2022;138;151;748;65;2;1966;NA;3810;28775;121;NA;220000;22916;18646;2014;NA;3;NA;NA;NA;4345025
572;26703576;2670;12-08-2022;140;152;719;53;1;1973;NA;3316;26283;93;NA;2,00E+05;21069;17143;NA;NA;7;NA;NA;NA;3995016
573;45503635;4571;12-08-2022;65;93;1414;32;1;1850;NA;1460;5914;133;NA;30000;2707;2209;1939;NA;NA;NA;NA;NA;550002
574;67701613;7200;12-08-2022;241;169;502;66;2;1939;NA;1618;3846;295;NA;35000;3523;2842;NA;87;NA;NA;NA;NA;649974
575;67701642;7200;12-08-2022;91;97;472;55;3;1936;NA;700;7990;380;NA;40000;4352;3548;NA;3;3;NA;NA;NA;775030
576;57206258;5892;12-08-2022;154;174;1599;64;3;1777;NA;1829;5718;277;NA;50000;4494;3769;1978;12;NA;NA;NA;NA;994932
577;57206068;5892;12-08-2022;95;102;998;44;1;1999;NA;1550;10735;415;NA;55000;5833;4647;NA;NA;8;NA;NA;NA;1094970
578;37103509;3760;12-08-2022;107;136;720;32;3;1928;NA;1306;4963;302;NA;35000;3615;2886;NA;10;12;NA;NA;NA;674968
579;57206309;5884;12-08-2022;120;149;620;53;3;1931;NA;1412;5000;212;NA;40000;3492;2887;1974;60;NA;NA;NA;NA;745000
580;56802507;5683;12-08-2022;154;165;630;54;1;1910;NA;1128;3333;100;NA;30000;2764;2259;NA;NA;NA;NA;NA;NA;549945
581;56802239;5683;12-08-2022;200;217;884;75;3;1897;NA;1424;5737;713;NA;65000;6576;5251;1970;10;NA;NA;NA;NA;1244929
582;56802423;5683;12-08-2022;136;145;1062;42;1;1877;NA;1165;5483;513;NA;40000;3890;3179;NA;NA;11;NA;NA;NA;795035
583;56803110;5683;12-08-2022;148;NA;19920;54;1;1843;NA;2285;6419;109;NA;50000;4720;3860;1975;NA;NA;NA;NA;NA;NA
584;56103394;5683;12-08-2022;177;176;1405;75;2;1960;NA;2062;7642;191;NA;70000;7343;5869;1977;NA;23;NA;NA;NA;1344992
585;56103384;5683;12-08-2022;186;228;10968;65;3;1904;NA;1946;8750;180;NA;1,00E+05;9959;8147;1997;9;NA;NA;NA;NA;1995000
586;56800949;5683;12-08-2022;175;183;1530;64;2;1827;NA;1853;3251;1763;NA;30000;3232;2582;1950;NA;25;NA;NA;NA;594933
587;56802421;5683;12-08-2022;77;100;686;32;3;1954;NA;1422;8950;331;NA;45000;4052;3404;1971;49;5;NA;NA;NA;895000
588;56801289;5683;12-08-2022;65;83;610;41;2;1800;NA;1352;6627;1922;NA;30000;2489;2090;1950;6;NA;NA;NA;NA;550041
589;56802387;5683;12-08-2022;278;289;3308;96;2;1993;NA;2156;10017;539;NA;145000;13481;11175;NA;NA;3;NA;NA;NA;2894913
590;56801981;5683;12-08-2022;140;178;2480;55;2;1875;NA;2438;6152;379;NA;55000;5845;4670;1994;NA;NA;NA;NA;NA;1095056
591;56802519;5683;12-08-2022;83;95;1135;43;2;1897;NA;1261;7316;399;NA;35000;3144;2640;1965;NA;NA;NA;NA;NA;695020
592;56802076;5683;12-08-2022;160;196;4514;42;2;1856;NA;1724;2423;832;NA;25000;2356;1925;NA;NA;10;NA;NA;NA;474908
593;52102376;5683;12-08-2022;170;217;61637;53;NA;1947;NA;2293;23018;632;NA;250000;27442;21936;2008;NA;7;NA;NA;NA;4994906
594;60901518;6100;12-08-2022;215;213;1004;54;2;1928;NA;2212;9366;2641;NA;1,00E+05;10614;8469;NA;NA;16;NA;NA;NA;1994958
595;60803245;6100;12-08-2022;211;234;1027;65;3;1953;NA;2784;12372;254;NA;145000;15355;12252;1976;104;NA;NA;NA;NA;2895048
596;60803211;6100;12-08-2022;165;200;1077;75;3;1956;NA;2329;8475;301;NA;85000;9020;7197;NA;62;NA;NA;NA;NA;1695000
597;60803314;6100;12-08-2022;189;201;838;64;2;2001;NA;NA;NA;NA;NA;175000;18396;14668;2016;NA;NA;NA;NA;NA;NA
598;60802937;6100;12-08-2022;147;152;823;54;2;1958;NA;1813;14803;562;NA;115000;11937;9525;2009;NA;NA;NA;NA;NA;2250056
599;60803058;6100;12-08-2022;137;155;1473;43;3;1955;NA;2226;13516;269;NA;105000;11132;8882;2018;63;2;NA;NA;NA;2094980
600;60702209;6100;12-08-2022;219;222;1323;75;2;1922;NA;2022;2680;115;NA;30000;3232;2578;NA;NA;14;NA;NA;NA;594960
601;60803307;6100;12-08-2022;112;119;924;32;3;1949;NA;1319;9244;176;NA;55000;5874;4686;NA;62;NA;NA;NA;NA;1100036
602;60702030;6100;12-08-2022;177;210;800;64;2;1935;NA;1638;4048;419;NA;45000;4572;3648;NA;97;22;NA;NA;NA;850080
603;60701979;6100;12-08-2022;199;221;1602;63;1;1963;NA;2130;6765;457;NA;75000;7949;6337;1999;NA;3;NA;NA;NA;1495065
604;61104216;6100;12-08-2022;104;107;761;43;1;1981;NA;1668;6495;142;NA;35000;3720;2965;NA;NA;7;NA;NA;NA;694965
605;60803356;6100;12-08-2022;166;205;901;53;2;1970;NA;2381;11707;100;NA;120000;12729;10156;NA;66;NA;NA;NA;NA;2399935
606;60803377;6100;12-08-2022;167;162;969;63;2;2008;NA;2048;15957;93;NA;130000;13700;10932;NA;NA;NA;NA;NA;NA;2585034
