"","zip","Boligareal","Vgtet_areal","Grundareal","rum","vaer","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris","nedslag"
"274",6720,153,156,434,4,3,2,1805,2883,19218,238,150000,13459,11359,1981,0,0,2998008,0
"275",6720,173,165,611,5,4,2,2008,1992,15139,104,125000,13258,10646,0,0,4,2497935,104081
"276",4540,110,117,750,3,2,1,1953,2103,6795,182,40000,4252,3388,2008,0,16,795015,151431
"277",4540,179,184,704,5,4,2,1995,2264,13560,119,125000,12336,10074,0,0,0,2495040,0
"278",9640,147,170,550,5,4,3,1910,1014,2324,142,25000,1946,1584,0,10,0,395080,0
"279",9640,92,100,850,3,2,1,1964,1343,4950,157,25000,2676,2128,0,0,0,495000,0
"280",9640,122,133,658,4,3,2,1931,1062,2248,315,25000,1592,1266,0,0,24,298984,94416
"281",9640,182,191,333,5,3,3,1912,1335,2592,162,25000,2348,1937,1979,10,0,495072,0
"282",9640,119,152,763,5,5,2,1942,1044,3914,343,30000,3212,2555,0,49,0,594928,0
"283",9640,130,137,801,4,3,1,1969,1137,5073,125,35000,3431,2795,0,0,0,695001,0
"284",9640,117,138,817,4,3,3,1930,1354,5065,221,35000,3525,2872,0,40,7,698970,52611
"285",9640,120,159,1488,4,3,2,1912,1666,3994,342,35000,2875,2409,1981,0,0,635046,0
"286",9640,94,144,862,5,3,3,1937,972,2396,100,25000,1847,1470,0,94,13,345024,51555
"287",4173,132,143,891,3,2,2,1922,2045,12552,140,90000,9759,7787,1978,3,0,1794936,0
"288",4173,96,110,934,3,1,1,1877,1640,7227,1032,40000,4252,3389,1960,0,11,794970,98255
"289",9690,98,108,827,3,2,1,1945,1245,4167,1695,25000,2228,1822,1959,12,14,450036,73262
"290",9690,136,153,1183,5,4,2,1964,1272,3987,1886,35000,2988,2444,2000,32,0,610011,0
"291",9690,136,152,1089,4,3,1,1976,787,3849,253,30000,3148,2519,0,0,12,585048,79779
"292",9690,110,119,1855,3,2,2,1946,1240,3403,303,25000,2043,1673,1977,5,9,404957,40051
"293",9690,113,136,997,5,4,1,1910,941,1801,154,25000,1290,1032,1979,3,17,244936,50168
"294",9690,135,146,258,4,3,2,1908,985,4623,263,35000,3328,2725,1962,0,13,674958,100856
"295",9690,110,120,742,4,3,2,1883,875,3708,469,25000,2407,1924,0,0,10,444960,49440
"296",9690,115,120,618,4,3,1,1966,1199,5625,382,35000,3320,2715,0,0,0,675000,0
"297",9690,126,154,1000,5,3,2,1951,1302,3571,219,30000,2950,2360,1989,70,0,549934,0
"298",9690,227,221,2700,4,2,1,1925,1531,2036,557,25000,2228,1822,1979,0,23,449956,134402
"299",9690,170,188,1288,5,4,3,1954,1431,4495,91,45000,4274,3501,1972,42,0,845060,0
"300",9690,83,89,104,3,2,2,1885,806,7584,450,35000,3320,2715,0,0,0,674976,0
"301",8762,130,141,600,6,4,2,1947,1278,4596,129,35000,3482,2800,0,0,0,648036,0
"302",4591,129,143,1264,4,4,1,2005,1982,11154,535,80000,7762,6444,0,0,3,1595022,49331
"303",4591,94,98,583,3,3,2,1902,1594,8673,152,45000,4047,3402,0,0,0,849954,0
"304",7000,195,193,985,7,4,2,1976,2390,16036,239,155000,16349,13150,0,0,5,3094948,162892
"305",7000,137,148,833,5,4,1,1976,1852,8750,125,65000,6903,5548,0,0,7,1295000,97473
"306",7000,100,123,763,5,3,3,1950,2121,12967,169,80000,8486,6820,1976,50,6,1594941,101805
"307",7000,106,150,450,4,2,2,1936,2057,15300,84,115000,12178,9788,0,106,4,2295000,95625
"308",7000,130,137,1405,5,4,2,1930,1387,7263,113,50000,5343,4380,0,4,17,995031,203802
"309",7000,182,187,802,7,6,1,1998,2358,13342,123,125000,13234,10637,2007,0,7,2494954,187792
"310",7000,240,237,944,7,4,2,1898,2521,8418,196,0,9313,7760,1998,0,2,1995066,40716
"311",7000,121,162,713,5,4,2,1964,2459,16636,133,135000,14222,11431,1967,91,7,2695032,202852
"312",7000,139,175,731,4,3,3,1961,2262,11400,174,0,10601,8527,0,87,2,1995000,40714
"313",7000,201,208,813,6,5,2,1974,1661,9591,620,0,10640,8558,0,6,5,1994928,104996
"314",7000,170,182,791,5,4,1,1960,2241,18544,136,170000,17869,14363,1967,0,0,3375008,0
"315",7000,140,149,880,4,3,2,1985,2996,16745,84,125000,13234,10637,0,0,4,2495005,103959
"316",7000,92,117,982,3,2,3,1950,2204,10214,156,60000,6379,5127,1959,66,25,1195038,398346
"317",7000,120,121,725,5,3,2,1900,1890,9050,450,55000,5143,4284,1971,0,8,1095050,95222
"318",7000,141,145,410,4,3,2,1901,1372,10655,146,80000,8207,6596,1997,0,3,1544975,47783
"319",9900,152,163,797,4,3,1,1963,1295,3037,162,25000,2694,2149,1971,0,0,495031,0
"320",9900,108,115,195,5,2,3,1910,1627,6043,687,35000,3754,2995,0,24,13,694945,103842
"321",9900,71,108,465,2,1,2,1957,1393,4583,111,25000,2694,2149,1967,71,6,494964,31593
"322",9900,62,66,523,2,1,1,1941,1183,5985,234,25000,2124,1694,0,0,12,395010,53865
"323",9900,114,118,767,4,3,1,1966,1171,5492,499,35000,3491,2785,0,0,0,648056,0
"324",5871,171,177,696,4,3,2,1900,1266,7565,465,70000,7109,5665,0,0,0,1339005,0
"325",5871,201,239,1810,7,5,3,1936,2385,3661,424,45000,4675,3725,1978,97,12,874979,119315
"326",4250,125,131,805,5,4,1,1968,1630,10649,104,70000,7431,5994,0,0,6,1395019,89044
"327",4250,119,131,1043,4,3,1,1906,2133,12939,111,85000,8989,7251,1998,0,0,1695009,0
"328",7884,250,245,503,6,5,3,1900,987,2020,1396,25000,2517,2065,1992,4,0,494900,0
"329",7884,185,234,1932,8,6,2,1905,1129,2543,121,30000,3206,2571,1986,0,0,595062,0
"330",4621,101,111,1349,3,2,2,1918,3664,25180,93,140000,14770,11908,0,0,7,2794980,210375
"331",9631,98,117,763,3,3,3,1952,1161,4231,202,25000,2525,2057,0,58,29,495027,202194
"332",9631,163,167,788,6,6,3,1940,1104,3563,177,30000,2824,2329,1985,10,0,595021,0
"333",5591,114,138,779,4,3,1,1947,1466,6268,288,45000,4605,3689,0,70,0,864984,0
"334",5591,180,209,1868,5,3,1,1897,1639,3804,1219,40000,4266,3418,1974,0,11,795036,98263
"335",5591,96,130,1754,4,2,3,1906,1614,7654,323,50000,5323,4265,0,20,9,995020,98409
"336",5591,155,154,1093,4,3,2,1875,1280,5812,558,45000,4823,3867,1966,0,6,895048,57131
"337",9260,96,122,538,4,3,3,1926,1416,4082,210,25000,2702,2171,1972,64,0,498004,0
"338",7323,141,148,962,5,4,1,1968,1876,5270,276,40000,4289,3516,0,0,2,779960,15918
"339",8983,92,142,2321,3,2,2,1900,1531,2430,1477,25000,1844,1478,0,0,8,345060,30005
"340",8983,98,109,1000,3,3,3,1960,1434,5917,311,35000,3482,2792,0,30,17,644953,132099
"341",8983,105,118,408,4,3,2,1917,1336,5068,351,30000,3229,2589,1976,0,20,598024,149506
"342",8983,155,166,963,6,6,2,1977,1756,4187,269,35000,3762,3017,0,0,13,695042,103857
"343",8983,155,152,359,5,3,2,1850,1442,4243,387,35000,3199,2623,1998,0,0,644936,0
"344",8983,129,139,935,4,3,1,1875,1376,4640,298,35000,3222,2643,0,0,0,644960,0
"345",5620,148,154,591,5,4,3,1875,1057,5032,441,40000,3868,3163,1989,0,0,774928,0
"346",5620,216,213,808,8,7,2,1969,2374,10094,539,110000,10607,8677,1976,0,2,2150022,43878
"347",5620,198,222,1321,6,5,3,1976,2110,7185,107,80000,8541,6826,2009,0,3,1595070,49332
"348",5620,146,163,782,6,6,3,1926,1476,7945,203,65000,6888,5500,1991,7,0,1295035,0
"349",5620,95,119,822,4,3,3,1955,1372,8824,111,55000,5262,4304,0,56,0,1050056,0
"350",5620,175,190,1084,6,4,2,1966,1554,5237,723,50000,4470,3755,1974,40,9,995030,98410
"351",5620,122,164,700,6,4,3,1956,1549,4238,430,35000,3144,2640,1973,90,13,695032,103855
"352",5620,174,186,1791,4,4,3,1938,1771,5349,333,50000,5314,4246,0,9,17,994914,203778
"353",5620,162,187,1701,4,3,2,1870,1955,7460,140,70000,7491,5986,1977,0,0,1395020,0
"354",5620,211,201,2180,8,6,1,1910,1406,8184,198,85000,8723,6965,2004,0,0,1644984,0
"355",5620,150,193,526,4,4,3,1930,1320,6865,164,70000,7046,5631,0,90,4,1324945,55206
"356",5620,164,183,508,7,5,3,1917,1595,9809,164,90000,9549,7625,1998,32,5,1795047,94476
"357",5620,89,92,720,3,2,1,1963,1253,6467,104,30000,2992,2445,0,0,0,594964,0
"358",6752,163,181,1152,5,4,1,2000,1362,8829,163,80000,8572,6902,0,0,6,1598049,102003
"359",2600,93,100,914,3,2,1,1960,3977,32950,104,165000,17395,14247,1973,0,11,3295000,407247
"360",4171,136,176,947,4,3,1,1972,2381,10199,122,90000,9516,7676,0,0,5,1795024,94475
"361",4171,169,177,867,5,3,1,1972,2384,11271,347,0,10568,8525,1980,0,5,1994967,104998
"362",4171,110,112,619,4,3,2,1920,1830,13348,232,75000,7915,6384,1975,0,6,1494976,95424
"363",4171,124,126,569,4,3,1,1962,2086,12659,268,80000,7949,6561,1976,0,0,1595034,0
"364",4171,173,170,662,5,3,2,2002,2088,13500,94,115000,12184,9836,2003,0,0,2295000,0
"365",4171,217,220,1728,4,3,2,1995,2796,15886,156,175000,18544,14972,2003,0,0,3494920,0
"366",4281,90,98,381,5,2,2,1966,1855,14235,483,70000,7431,6037,0,0,7,1395030,105002
"367",4281,128,135,797,4,3,3,1941,1746,7963,178,55000,5736,4660,0,15,2,1075005,21939
"368",6510,109,124,716,2,1,1,1951,959,3629,141,25000,2434,1939,0,0,9,449996,44505
"369",6510,130,164,948,4,3,3,1937,1471,5457,322,45000,4801,3830,1979,100,0,894948,0
"370",6510,112,152,1057,5,3,3,1948,1203,4572,440,35000,3745,2987,1983,69,5,694944,36576
"371",6510,129,132,831,4,3,1,1965,1266,5871,95,40000,4161,3320,1978,0,0,774972,0
"372",6510,153,162,822,5,4,1,1957,1479,4321,179,35000,3772,3009,1974,0,0,700002,0
"373",6510,135,164,665,4,2,2,1965,1529,4567,161,40000,4012,3198,1979,36,6,748988,47808
"374",6510,84,108,800,3,2,2,1961,1063,6435,227,35000,3721,2966,0,50,0,694980,0
"375",6510,143,150,873,5,3,2,1949,1472,7300,256,55000,5858,4674,1991,0,0,1095000,0
"376",6510,171,185,1295,6,4,2,1913,939,3649,213,35000,3633,2898,0,0,0,675065,0
"377",6300,167,169,1000,7,6,1,1965,2574,8846,188,75000,7968,6396,0,0,6,1494974,95424
"378",6300,138,145,1138,6,4,1,1857,1823,5483,130,40000,4271,3427,0,10,0,795035,0
"379",8500,131,164,800,4,3,3,1928,1703,4543,2626,40000,4349,3408,0,85,12,745052,101598
"380",8500,204,216,1226,4,3,2,1900,1734,3694,100,40000,4673,3662,1973,0,0,797904,0
"381",2670,150,179,740,6,4,1,1965,3472,23156,92,210000,21763,17708,0,60,6,4144924,264570
"382",2670,133,137,750,4,3,1,1978,3344,29161,240,0,21156,17227,0,0,2,3995057,81532
"383",2670,138,151,748,6,5,2,1966,3810,28775,121,220000,22916,18646,2014,0,3,4345025,134382
"384",2670,140,152,719,5,3,1,1973,3316,26283,93,0,21069,17143,0,0,7,3995016,300700
"385",4571,65,93,1414,3,2,1,1850,1460,5914,133,30000,2707,2209,1939,0,0,550002,0
"386",7200,241,169,502,6,6,2,1939,1618,3846,295,35000,3523,2842,0,87,0,649974,0
"387",7200,91,97,472,5,5,3,1936,700,7990,380,40000,4352,3548,0,3,3,775030,23970
"388",5892,154,174,1599,6,4,3,1777,1829,5718,277,50000,4494,3769,1978,12,0,994932,0
"389",5892,95,102,998,4,4,1,1999,1550,10735,415,55000,5833,4647,0,0,8,1094970,95215
"390",3760,107,136,720,3,2,3,1928,1306,4963,302,35000,3615,2886,0,10,12,674968,92041
"391",5884,120,149,620,5,3,3,1931,1412,5000,212,40000,3492,2887,1974,60,0,745000,0
"392",5683,154,165,630,5,4,1,1910,1128,3333,100,30000,2764,2259,0,0,0,549945,0
"393",5683,200,217,884,7,5,3,1897,1424,5737,713,65000,6576,5251,1970,10,0,1244929,0
"394",5683,136,145,1062,4,2,1,1877,1165,5483,513,40000,3890,3179,0,0,11,795035,98263
"395",5683,177,176,1405,7,5,2,1960,2062,7642,191,70000,7343,5869,1977,0,23,1344992,401751
"396",5683,175,183,1530,6,4,2,1827,1853,3251,1763,30000,3232,2582,1950,0,25,594933,198311
"397",5683,77,100,686,3,2,3,1954,1422,8950,331,45000,4052,3404,1971,49,5,895000,47105
"398",5683,65,83,610,4,1,2,1800,1352,6627,1922,30000,2489,2090,1950,6,0,550041,0
"399",5683,140,178,2480,5,5,2,1875,2438,6152,379,55000,5845,4670,1994,0,0,1095056,0
"400",5683,83,95,1135,4,3,2,1897,1261,7316,399,35000,3144,2640,1965,0,0,695020,0
"401",6100,215,213,1004,5,4,2,1928,2212,9366,2641,0,10614,8469,0,0,16,1994958,379992
"402",6100,211,234,1027,6,5,3,1953,2784,12372,254,145000,15355,12252,1976,104,0,2895048,0
"403",6100,165,200,1077,7,5,3,1956,2329,8475,301,85000,9020,7197,0,62,0,1695000,0
"404",6100,147,152,823,5,4,2,1958,1813,14803,562,115000,11937,9525,2009,0,0,2250056,0
"405",6100,137,155,1473,4,3,3,1955,2226,13516,269,105000,11132,8882,2018,63,2,2094980,42755
"406",6100,219,222,1323,7,5,2,1922,2022,2680,115,30000,3232,2578,0,0,14,594960,96854
"407",6100,112,119,924,3,2,3,1949,1319,9244,176,55000,5874,4686,0,62,0,1100036,0
"408",6100,177,210,800,6,4,2,1935,1638,4048,419,45000,4572,3648,0,97,22,850080,239766
"409",6100,199,221,1602,6,3,1,1963,2130,6765,457,75000,7949,6337,1999,0,3,1495065,46239
"410",6100,104,107,761,4,3,1,1981,1668,6495,142,35000,3720,2965,0,0,7,694965,52309
"411",6100,166,205,901,5,3,2,1970,2381,11707,100,120000,12729,10156,0,66,0,2399935,0
"412",6100,167,162,969,6,3,2,2008,2048,15957,93,130000,13700,10932,0,0,0,2585034,0
"413",6100,174,149,2060,4,3,1,1979,1633,8691,325,65000,6909,5512,1996,0,7,1294959,97470
"414",6100,94,115,680,4,3,3,1955,1442,6043,340,35000,3737,2981,0,56,0,694945,0
"415",6100,148,163,1003,5,4,1,1980,1695,5491,510,45000,4797,3827,0,0,0,895033,0
"416",6100,140,139,490,5,3,2,1900,1258,4640,287,35000,3453,2754,2005,0,0,644960,0
"417",6100,175,202,804,6,5,2,1965,2284,13837,99,140000,14810,11817,0,60,0,2795074,0
"418",6100,109,139,902,4,3,2,1857,1355,9676,329,70000,7158,5711,0,0,0,1344964,0
"419",6100,65,86,738,2,1,2,1951,1608,10407,182,45000,4771,3803,0,42,0,895002,0
"420",6100,162,191,1068,5,4,3,1953,2373,14634,126,140000,14810,11817,0,90,7,2795094,210383
"421",6100,157,165,948,5,4,1,1976,2297,16333,666,135000,14299,11410,0,0,4,2694945,112289
"422",6100,125,133,954,4,3,1,1971,1518,6391,84,45000,4521,3604,0,0,0,850003,0
"423",6100,243,224,858,7,5,3,1964,1573,15156,339,170000,17996,14360,0,0,3,3394944,104998
"424",6100,160,154,1103,5,3,2,1850,1888,5162,415,40000,4254,3393,1984,0,16,794948,151419
"425",6100,267,307,486,6,4,2,1947,2443,14007,125,215000,22775,18173,0,101,0,4300149,0
"426",6100,231,168,2330,8,5,2,1915,2546,9494,1784,80000,8500,6782,1974,56,11,1594992,197134
"427",6100,143,190,931,6,5,3,1951,2156,7289,140,70000,7379,5883,2004,107,7,1384910,104241
"428",7540,127,167,1419,4,2,3,1955,1141,2066,833,25000,1848,1492,1972,59,27,345022,127611
"429",9560,136,148,880,3,2,2,1912,1525,4358,189,35000,3456,2760,0,0,14,644984,104997
"430",9560,154,149,2031,4,3,2,1948,1699,4362,891,35000,3488,2785,0,0,18,649938,142669
"431",9560,98,100,602,3,2,2,1947,1478,7750,1200,40000,4150,3314,1983,4,0,775000,0
"432",9560,137,145,1257,2,1,1,1895,1939,4814,436,35000,3743,2991,1998,0,7,698030,52540
"433",9370,125,132,377,4,3,2,1916,1261,2462,85,25000,1729,1391,2000,0,0,324984,0
"434",9370,151,158,694,4,3,1,1965,1643,4399,300,35000,3726,2996,1977,0,10,695042,77227
"435",7362,83,90,671,3,2,1,1966,994,4389,105,25000,2130,1718,0,0,20,395010,98752
"436",7730,178,185,480,7,7,3,1962,1299,3216,1183,30000,3206,2567,1972,30,8,594960,51736
"437",7730,126,138,340,5,4,1,1973,1337,4312,136,30000,3214,2575,0,0,0,595056,0
"438",7730,138,146,736,5,4,1,1968,1457,5130,359,40000,3996,3202,0,0,19,748980,175687
"439",7673,122,134,1320,5,4,1,1846,971,3694,98,25000,2512,2061,0,0,0,494996,0
"440",7673,93,122,771,4,3,3,1955,1131,4057,388,25000,2277,1917,0,63,17,494954,101376
"441",7673,119,127,1572,5,3,2,1888,1151,3898,548,25000,2723,2180,1988,0,45,495046,405038
"442",7673,117,91,1200,5,4,1,1900,1069,5440,0,25000,2676,2145,0,0,0,495040,0
"443",4652,210,211,1071,6,5,2,1975,2729,11351,256,120000,12688,10130,0,0,11,2395061,296019
"444",4652,137,122,314,5,4,2,1950,1683,12254,101,75000,7949,6346,0,0,9,1494988,147856
"445",4652,172,132,844,6,3,2,1914,2032,16629,106,110000,11727,9370,0,0,0,2195028,0
"446",5463,91,135,1540,2,4,2,1890,1360,5000,415,35000,3316,2719,0,0,0,675000,0
"447",4690,202,183,800,5,5,1,1976,2779,13634,120,125000,13240,10593,0,0,11,2495022,308374
"448",4690,149,168,744,5,4,3,1968,2362,13065,108,110000,11616,9300,0,45,12,2194920,299307
"449",4690,148,158,713,5,4,1,1973,2553,15791,154,125000,13341,10682,1979,0,7,2494978,187794
"450",4690,175,178,1376,6,4,1,1975,3170,14994,175,135000,14099,11280,0,0,4,2668932,111206
"451",4690,147,157,960,5,5,1,1979,2696,17803,153,140000,14795,11837,0,0,0,2795071,0
"452",4690,87,92,739,4,4,1,2005,1803,16033,482,75000,7880,6309,0,0,8,1475036,128264
"453",4690,126,128,663,4,2,2,1930,2087,17148,266,110000,11657,9326,1978,0,8,2194944,190865
"454",4690,151,163,840,5,4,1,1975,2720,18988,156,155000,16343,13085,1982,0,5,3095044,162897
"455",4690,207,211,851,5,4,2,1972,2594,11825,273,125000,12325,10098,0,0,4,2495075,103961
"456",4690,113,119,650,4,3,1,1986,2226,20798,101,125000,14234,11180,0,0,0,2474962,0
"457",4690,141,163,846,5,3,2,1964,2774,17515,102,145000,15128,12104,1973,49,0,2854945,0
"458",4622,96,103,781,4,3,1,1964,2613,22767,183,120000,12386,10025,0,0,15,2345001,413824
"459",8970,146,162,790,6,3,2,1887,1339,3691,1767,30000,3224,2583,1976,0,0,597942,0
"460",8970,149,176,789,6,4,1,1992,1307,4233,107,40000,3987,3184,0,0,0,745008,0
"461",8970,109,142,1314,4,3,2,1963,1208,4894,108,35000,3738,2995,0,59,0,694948,0
"462",8970,150,158,572,3,2,2,1830,1352,4399,282,35000,3834,3075,1975,0,0,695042,0
"463",8970,125,131,666,4,3,2,1942,980,3397,94,25000,2405,1926,0,0,0,445007,0
"464",2640,134,164,900,5,3,1,1973,3647,24384,99,0,21102,17115,0,66,2,3998976,81612
"465",2640,124,129,889,4,3,1,1973,3582,27132,126,175000,20249,16144,0,0,3,3500028,108248
"466",2640,218,227,763,7,5,2,1962,3325,22026,146,250000,24855,20616,2020,22,6,4999902,319143
"467",2640,98,102,353,4,3,2,1932,2192,24265,142,125000,13146,10662,0,10,1,2475030,25000
"468",2640,174,172,702,6,5,2,1978,3633,22081,94,190000,20107,16308,0,0,11,3797932,469407
"469",6094,166,179,918,6,4,1,1985,2109,10028,121,90000,9530,7657,0,0,3,1795012,55516
"470",6094,140,142,596,4,3,2,1877,1591,7359,1033,55000,5696,4580,1997,0,0,1044978,0
"471",6094,205,243,814,5,4,2,1974,2981,10267,545,125000,14355,11328,0,96,4,2494881,103953
"472",6094,147,180,922,5,4,3,1958,2032,6917,164,65000,6776,5448,1997,56,4,1245060,51878
"473",3000,138,171,516,6,4,3,1951,3700,21023,245,180000,19119,15412,1965,79,5,3594933,189207
"474",3000,86,106,372,4,2,2,1953,2799,23349,95,125000,13117,10573,1974,18,0,2474994,0
"475",6893,165,171,878,5,4,2,1980,1112,3655,266,35000,3348,2699,1989,0,7,625005,47043
"476",6893,130,135,648,3,2,3,1900,1048,3667,318,25000,2684,2163,1961,0,0,495045,0
"477",6893,178,179,1082,7,5,2,1981,1474,19553,233,175000,18536,14944,0,0,0,3499987,0
"478",6893,99,118,1133,4,3,1,1994,2255,16907,144,0,10596,8542,0,0,0,1995026,0
"479",6893,125,130,380,4,3,3,1900,974,3808,318,25000,2684,2163,0,0,0,495040,0
"480",6893,139,153,1231,6,3,2,1915,1129,4542,87,35000,3880,3130,2000,0,0,694926,0
"481",6893,198,240,1612,6,3,1,1917,1281,3313,114,40000,3940,3248,1980,0,0,795120,0
"482",4681,106,119,776,4,3,1,1967,2765,18445,100,110000,11616,9395,0,0,0,2194955,0
"483",4681,138,136,631,4,3,2,1986,3077,23493,119,160000,18362,14585,0,0,0,3195048,0
"484",2730,168,169,702,7,4,1,1959,4491,29556,126,250000,26435,21628,1970,0,9,4994964,494007
"485",2730,145,150,1004,6,3,1,1954,4164,31933,133,240000,25448,20835,1970,0,4,4789950,199581
"486",4160,118,122,964,3,2,1,2003,2091,15533,122,95000,10042,8101,0,0,0,1895026,0
"487",4160,195,198,872,4,3,2,1973,2485,9571,330,95000,10455,8442,0,0,4,1895058,78961
"488",4160,130,142,900,4,3,1,1973,2427,13345,127,95000,10055,8111,0,0,5,1894990,99736
"489",9850,119,132,825,4,3,1,1952,1586,5038,479,35000,3560,2839,1972,12,4,665016,27709
"490",9850,116,121,732,4,3,1,1974,1404,4917,302,30000,3202,2553,0,0,8,594957,51735
"491",9850,154,163,1522,4,3,2,1877,1704,4282,374,35000,3744,2985,2003,0,6,697966,44551
"492",9850,147,154,592,5,3,1,1947,1559,5162,394,40000,4254,3392,1968,0,0,794948,0
"493",9850,104,112,676,4,3,1,1963,1531,7366,3702,45000,4390,3501,0,0,0,824992,0
"494",9850,225,220,901,9,7,2,1964,1837,3159,403,35000,3727,2972,1972,0,21,694980,184742
"495",9850,90,98,390,5,4,2,1872,1254,4592,274,25000,2425,1934,1976,0,10,450016,50002
"496",9320,107,114,485,6,4,2,1934,1262,6535,296,40000,3991,3177,1980,0,0,744990,0
"497",9320,142,147,800,5,3,3,1948,1445,5088,245,40000,4007,3190,1994,0,6,747936,47741
"498",9320,99,87,765,3,2,2,1950,1106,6885,130,30000,3236,2576,1978,0,0,598995,0
"499",9320,120,122,334,4,3,2,1925,1166,6131,282,40000,4007,3190,1975,0,6,747982,47744
"500",9800,115,123,539,3,2,2,1890,1431,6911,99,45000,4551,3629,0,0,0,850053,0
"501",9500,104,106,907,3,2,2,1850,1447,7066,254,40000,3574,2962,1989,0,6,748996,47808
"502",9500,117,126,765,3,2,1,1936,1101,4722,261,30000,3203,2570,1992,0,20,594972,148743
"503",9500,134,157,1160,5,4,3,1912,1427,2834,1506,25000,2194,1793,0,28,6,444938,28400
"504",6280,208,163,1972,9,7,2,1957,1864,7331,129,60000,6417,5157,0,12,8,1194953,103909
"505",6280,187,234,817,4,3,3,1955,1606,4060,2052,50000,4751,3905,0,72,0,950040,0
"506",6280,189,192,720,5,4,2,1938,1379,3099,136,30000,3011,2474,1976,0,0,595008,0
"507",4300,85,107,394,4,2,3,1911,2525,19579,94,105000,11086,8927,0,35,5,2094953,110261
"508",4300,177,195,909,8,6,1,1976,3709,14846,101,145000,15297,12318,1984,29,6,2894970,184785
"509",4300,130,134,813,4,3,1,1969,3002,22351,88,150000,17217,13608,0,0,9,2995034,296212
"510",4300,156,175,1580,5,3,1,1937,3415,18840,135,165000,17496,14079,1988,42,6,3297000,210447
"511",4300,225,236,1192,7,6,1,1971,4243,19047,87,225000,23804,19155,1981,0,0,4495092,0
"512",4300,79,119,591,3,3,1,1962,2552,18445,197,110000,11672,9392,0,91,0,2194955,0
"513",4960,125,185,2700,5,5,2,1926,1304,2135,132,25000,2123,1689,0,0,19,394975,92648
"514",4960,84,87,476,3,2,2,1936,1113,4011,91,25000,1959,1559,0,0,0,348957,0
"515",4684,140,155,715,5,4,1,1986,2743,14826,85,115000,12171,9826,0,0,4,2298030,95751
"516",4684,152,156,745,6,4,1,1983,2638,12808,170,0,10536,8499,0,0,9,1998048,197609
"517",4684,107,117,676,4,3,2,1923,2009,12803,85,75000,7974,6433,0,0,0,1497951,0
"518",4684,113,144,928,4,3,2,1957,2379,11076,185,80000,8486,6845,0,59,3,1594944,49328
"519",4684,146,176,723,4,3,2,1959,2278,5955,121,55000,5571,4494,1988,103,5,1048080,55162
"520",8700,84,114,1033,4,4,3,1956,1838,6974,280,40000,4272,3441,0,43,10,795036,88337
"521",2970,110,138,824,4,3,2,1961,4924,36196,193,250000,26391,21617,0,60,15,4995048,881479
"522",2970,96,137,1007,3,1,2,1978,4658,32810,149,225000,23756,19576,2000,96,4,4494970,187290
"523",4913,124,139,992,4,3,1,1965,1191,3561,213,25000,2514,2047,0,0,6,494979,31594
"524",4913,160,178,802,5,3,3,1927,1198,4298,428,40000,3748,3052,0,4,4,765044,31877
"525",4913,153,158,643,4,3,2,1894,1077,2373,553,25000,1790,1478,1978,0,5,374934,19733
"526",4913,117,138,390,4,3,3,1953,1150,2862,283,25000,1890,1560,0,64,0,394956,0
"527",4913,238,237,1311,6,5,2,1976,1591,3565,86,45000,4500,3578,1981,0,0,844905,0
"528",4913,101,105,1119,3,3,1,1900,880,5667,238,30000,3201,2546,1990,0,0,595035,0
"529",4913,233,247,2919,7,4,1,1877,2009,4838,1948,60000,6354,5056,1962,0,20,1194986,298746
"530",6682,152,154,494,5,4,2,1905,1213,4513,420,35000,3199,2703,1981,0,7,695002,52312
"531",6682,135,138,960,5,4,2,1925,1202,4312,358,30000,2759,2331,1981,0,14,595056,96870
"532",5932,105,117,1226,5,3,1,1871,1438,4487,148,30000,2822,2246,1994,0,12,524979,71588
"533",5932,162,163,861,7,5,2,1915,1488,3037,165,25000,2685,2136,0,0,9,495031,48959
"534",5932,106,146,695,3,1,2,1939,1345,4555,93,35000,3574,2844,0,100,0,665030,0
"535",5932,191,199,2022,5,2,1,1934,1586,6005,273,60000,6381,5078,0,6,8,1194995,103913
"536",5932,151,162,1097,4,3,1,1975,1569,3364,421,30000,2934,2334,0,0,8,544968,47389
"537",5932,59,69,380,3,2,2,1895,965,5290,450,25000,1960,1560,0,0,5,365010,19211
"538",5932,107,112,690,4,2,2,1906,1137,5313,422,30000,3214,2557,1947,0,25,595056,198352
"539",5932,134,146,709,3,2,3,1936,1095,5377,336,40000,4214,3353,0,3,7,785042,59089
"540",7760,127,145,1135,5,4,3,1938,1604,5414,142,40000,3959,3246,1973,25,5,785030,41317
"541",7760,130,160,790,6,4,3,1952,1322,3719,1599,30000,2714,2283,0,80,5,595040,31318
"542",7760,115,127,768,5,4,1,1850,1022,5102,3889,35000,2935,2471,0,0,11,647954,80084
"543",7760,115,147,1141,5,4,3,1949,1279,4728,192,35000,3506,2874,0,77,9,695016,68738
"544",7760,294,295,580,9,7,3,1900,1459,2017,912,30000,2714,2283,1990,15,0,595015,0
"545",7760,143,150,1161,6,3,1,1928,1283,4300,149,35000,3085,2562,0,0,0,645000,0
