"","zip","Boligareal","Vgtet_areal","Grundareal","rum","vaer","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris","nedslag"
"1263",6800,170,189,352,5,3,2,1827,1906,21138,1331,0,21146,17049,2007,0,7,3995082,300705
"1264",6800,101,121,1343,4,3,2,1940,1817,4752,121,30000,3119,2516,0,0,0,574992,0
"1265",6800,160,172,825,5,4,1,2007,2739,16267,94,140000,14783,11927,0,0,3,2797924,86534
"1266",6800,183,180,527,5,2,2,1960,1565,4433,1414,40000,4282,3452,0,0,11,797940,98622
"1267",6800,116,123,517,4,3,1,1971,1716,6870,1654,45000,4514,3639,0,0,0,845010,0
"1268",6800,125,153,496,5,4,3,1937,1418,3595,2341,30000,2960,2386,0,80,15,550035,97065
"1269",6800,161,193,1340,6,5,3,1955,1393,4394,386,45000,4560,3679,0,88,11,848042,104814
"1270",6800,200,202,547,5,4,3,1907,1704,7401,528,75000,7958,6416,1975,9,6,1495002,95426
"1271",6800,150,185,1200,5,4,4,1950,1609,4297,359,40000,4266,3439,0,100,0,794945,0
"1272",6800,118,134,634,4,3,2,1955,2004,5933,142,40000,4293,3463,1999,40,0,795022,0
"1273",6800,130,165,213,5,3,3,1906,1726,11503,291,95000,10085,8130,0,80,5,1897995,99894
"1274",6800,152,160,664,5,4,3,1920,1413,12469,359,0,10596,8542,0,24,13,1995040,298109
"1275",6800,150,149,463,5,4,2,1875,1889,9698,1486,75000,7680,6191,1994,0,3,1445002,44691
"1276",6800,97,114,718,4,3,1,1965,2221,15351,211,90000,9350,7544,0,0,0,1750014,0
"1277",5474,90,108,1380,3,2,2,1915,1321,3241,216,25000,1876,1499,0,5,0,350028,0
"1278",6600,190,195,1004,6,5,1,1979,2765,11256,2485,110000,10278,8573,0,0,0,2194920,0
"1279",6600,126,138,674,4,3,2,1910,1256,6486,163,45000,4784,3852,0,0,10,895068,99452
"1280",6600,215,235,1112,6,4,2,2000,2929,19528,259,230000,20354,17214,2015,0,0,4589080,0
"1281",6600,122,132,570,4,3,1,1944,1589,6780,162,45000,4782,3847,0,6,10,894960,99440
"1282",6600,155,182,1134,5,4,3,1931,1991,8214,640,75000,7922,6374,1971,20,0,1494948,0
"1283",6600,206,211,1164,7,6,1,1973,2713,11825,122,125000,14446,11418,2010,0,4,2495075,103961
"1284",6600,147,170,1195,5,3,2,1980,1532,6912,92,60000,6814,5386,0,38,8,1175040,102177
"1285",6600,167,176,1452,5,4,2,1902,1504,6222,421,55000,5829,4693,1998,0,8,1095072,95224
"1286",6600,96,101,596,3,2,2,1930,1288,8416,430,45000,3961,3350,0,0,13,850016,127014
"1287",6600,211,210,830,7,5,2,1908,2206,7119,2654,75000,6681,5647,1983,0,6,1494990,95425
"1288",6600,108,143,1186,4,2,1,1950,1755,10455,91,75000,7533,6204,1998,64,0,1495065,0
"1289",7570,98,105,1081,4,4,3,1925,1215,4714,242,25000,2688,2156,0,12,0,494970,0
"1290",4241,105,108,595,3,2,2,1958,1646,10167,155,55000,6021,4857,0,6,4,1098036,45752
"1291",7742,84,113,525,2,2,3,1935,940,1726,3865,25000,1009,809,0,4,44,195038,153244
"1292",5762,268,272,1152,10,10,3,1917,2204,8438,137,115000,11526,9411,0,22,0,2295136,0
"1293",5762,121,125,355,3,2,3,1900,1363,10360,99,65000,6894,5492,1975,6,0,1295000,0
"1294",8800,91,96,743,5,4,2,1948,1739,7656,127,40000,4262,3363,0,0,0,734976,0
"1295",8800,153,189,760,4,2,3,1953,1363,3624,172,35000,3689,2965,0,90,0,684936,0
"1296",8800,128,154,1026,5,4,3,1950,1498,3864,98,30000,3199,2569,0,78,8,595056,51744
"1297",6920,98,104,563,4,3,1,1910,967,3125,877,25000,1731,1395,0,0,13,325000,48563
"1298",6920,210,252,863,6,5,2,1987,2188,6726,340,85000,9051,7302,0,51,0,1694952,0
"1299",6920,170,187,827,5,5,3,1953,1349,5856,553,55000,5873,4738,0,3,8,1095072,95224
"1300",6920,134,139,700,5,4,1,1964,1653,8237,235,60000,6123,4940,0,0,0,1144943,0
"1301",6920,272,274,961,7,6,2,1968,1799,7646,1541,105000,11170,9012,2007,0,0,2095004,0
"1302",6920,224,148,2123,7,6,2,1909,1702,6047,770,45000,4813,3882,1994,0,5,894956,47103
"1303",6920,70,81,600,3,2,2,1960,920,4259,207,25000,1842,1485,0,20,0,344979,0
"1304",6920,112,120,261,5,5,3,1920,894,4958,189,30000,3203,2581,1978,20,0,594960,0
"1305",6920,150,167,1004,5,4,1,1969,1371,4461,196,40000,3976,3205,1995,0,0,744987,0
"1306",6920,154,159,840,5,5,2,1947,1209,2673,305,25000,2302,1857,0,77,11,425007,52529
"1307",6920,195,194,986,7,5,2,1973,1616,5129,931,50000,5307,4278,0,0,9,995026,98409
"1308",6920,157,163,719,5,4,1,1972,1745,8558,442,70000,7411,5974,0,0,0,1394954,0
"1309",6920,180,185,806,7,5,2,1985,1858,8730,413,85000,8603,6941,1990,0,0,1615050,0
"1310",6920,86,90,505,3,1,1,1920,1004,4389,340,25000,2134,1722,1976,0,20,395010,98752
"1311",6920,148,183,1460,5,3,3,1955,748,2978,736,30000,2924,2357,0,69,27,544974,201566
"1312",6920,154,181,788,6,5,1,1960,1612,7155,659,65000,6888,5556,0,44,4,1295055,53961
"1313",6920,154,163,679,6,5,1,1961,1755,6748,273,55000,5861,4724,2008,0,15,1099924,194104
"1314",6920,120,210,2227,3,1,3,1954,1881,6643,400,70000,7435,5993,0,120,30,1395030,597870
"1315",4560,224,242,2786,6,4,1,1900,2506,9070,269,110000,11636,9282,0,0,4,2194940,91456
"1316",7830,173,179,1621,4,3,1,1902,1229,4721,92,45000,4517,3623,1985,0,0,845059,0
"1317",7830,153,186,587,4,3,3,1943,1244,4274,924,40000,3586,3023,1999,59,14,794964,129413
"1318",7830,130,137,592,4,3,2,1897,1305,4343,276,30000,3212,2576,2001,0,6,594991,37978
"1319",7830,100,155,824,3,2,2,1936,1423,4484,270,35000,3740,3000,0,100,7,695020,52313
"1320",7830,130,148,706,4,3,1,1962,1223,3142,409,25000,2517,2019,0,30,15,465016,82062
"1321",7830,139,146,1101,5,3,1,1954,1226,4075,1201,30000,3212,2576,1994,0,11,594950,73533
"1322",5492,210,207,725,8,8,1,1825,2052,11570,134,120000,12730,10173,1997,0,4,2394990,99791
"1323",5492,132,166,785,5,4,1,1974,1914,10211,184,85000,9021,7203,0,80,11,1695026,209498
"1324",5492,207,209,754,7,5,1,1972,2172,8923,365,95000,8701,7212,0,0,2,1864907,38059
"1325",6052,211,215,1169,6,5,1,2005,2729,13465,88,145000,15292,12296,2012,0,0,2894975,0
"1326",9310,120,127,1226,6,4,2,1877,2136,6102,183,40000,4154,3338,1998,0,0,774954,0
"1327",6500,140,146,767,5,4,1,1998,1640,7842,365,60000,6123,4885,0,0,23,1144932,341993
"1328",6500,155,178,880,5,4,3,1957,1866,10084,99,90000,9546,7611,2018,62,3,1794952,55514
"1329",6500,141,189,2500,4,3,2,1955,1375,5265,93,50000,5330,4252,0,0,9,995085,98415
"1330",6500,187,181,1170,7,5,2,1975,1801,5387,261,50000,5218,4163,0,0,0,975047,0
"1331",6500,97,103,814,4,3,1,1800,1457,5777,422,30000,3216,2565,0,0,14,595031,96866
"1332",6500,108,119,718,5,4,1,1969,1574,8361,337,50000,5330,4252,0,0,0,994959,0
"1333",6500,248,252,1047,7,5,2,1972,2207,4742,325,60000,6356,5067,0,0,0,1194984,0
"1334",6500,170,192,2109,4,3,2,1912,1837,2578,144,25000,2688,2143,0,0,17,494976,101381
"1335",6500,180,189,919,7,5,1,1965,1988,5265,1005,50000,5330,4252,1981,0,17,995085,203813
"1336",6500,104,114,836,4,3,2,1962,1344,5614,515,35000,3437,2742,0,14,0,639996,0
"1337",6500,141,148,916,5,4,3,1947,1556,7331,245,55000,5779,4611,0,14,13,1084988,162125
"1338",6500,176,187,843,5,4,2,1984,1616,7406,204,70000,7388,5894,2004,0,0,1384922,0
"1339",6500,156,159,857,5,4,1,1979,1892,7516,122,60000,6387,5095,0,0,0,1195044,0
"1340",6500,105,131,2779,4,3,1,1850,1540,5305,213,35000,3745,2987,1930,0,0,694955,0
"1341",6500,150,177,1009,6,5,3,1941,1432,5226,337,50000,4939,3940,1975,50,7,925002,69624
"1342",4760,231,237,2414,7,5,1,2004,4270,18987,93,225000,23832,19184,0,0,10,4499919,499991
"1343",4760,75,82,398,3,2,2,1890,1963,12134,99,50000,5315,4277,1979,0,0,994988,0
"1344",4760,184,204,700,6,4,1,2012,3246,21078,274,215000,22731,18298,0,0,0,4299912,0
"1345",4760,123,125,457,4,2,2,1930,1785,6360,245,40000,4261,3429,0,0,11,795000,98258
