"","zip","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris"
"285",2791,163,169,700,55,1,1985,4406,41391,85,350000,40394,32202,0,0,0,6995079
"286",2791,113,133,586,53,3,1952,5208,67632,122,450000,43619,36171,1970,30,0,8995056
"287",2791,116,111,185,32,2,1815,4203,35991,147,0,21074,17104,2005,0,6,3995001
"288",2791,140,146,830,43,1,1983,4785,47911,123,350000,36887,29938,0,0,3,6995006
"289",2791,140,142,605,43,3,1933,5249,70387,126,0,52795,42819,1982,0,5,9994954
"290",2791,155,199,764,65,1,1969,5431,46206,269,460000,48521,39352,0,92,12,9194994
"291",2791,163,167,708,54,2,1970,4831,40689,87,340000,35876,29096,0,0,0,6795063
"292",2791,128,135,942,64,1,1964,5772,66630,165,450000,48610,39458,0,0,0,8995050
"293",2791,160,NA,574,54,1,2016,4481,48719,108,390000,41247,33477,0,0,2,NA
"294",2791,134,140,878,43,1,1976,NA,NA,0,235000,24850,20168,0,0,0,NA
"295",2791,161,158,397,53,2,1951,5230,44272,147,350000,36920,29943,2012,0,4,6994976
"296",2791,103,134,299,32,3,1915,4162,39515,142,265000,27972,22686,1946,0,4,5295010
"297",2791,180,178,720,64,2,1980,5767,53343,92,475000,49990,40573,0,0,5,9495054
"298",2791,229,230,318,65,2,1760,7857,47804,87,550000,58678,47627,1973,0,0,10994920
"299",2791,136,131,223,43,2,2006,3681,41947,122,275000,29025,23540,0,0,5,5495057
"300",2791,137,133,228,43,1,1976,3713,36053,112,240000,25338,20549,0,0,2,4795049
"301",2791,135,144,908,54,1,1975,4490,38854,156,280000,27057,22416,0,0,0,5594976
"302",2791,198,194,774,75,2,1962,6384,56675,133,550000,57917,46973,0,0,8,10994950
"303",9330,155,192,1263,54,3,1947,1498,3120,304,30000,3236,2576,1960,95,13,599040
"304",9330,173,377,8928,54,2,1921,1702,1976,140,40000,3991,3182,1996,11,0,744952
"305",9330,154,160,554,65,3,1910,NA,NA,0,45000,4525,3603,1995,0,0,NA
"306",9330,115,136,1035,32,2,1944,1339,2919,1050,25000,2139,1702,2003,0,31,396984
"307",9352,143,148,1130,54,1,1961,1206,3703,169,30000,2947,2351,0,0,8,548044
"308",5631,180,185,844,86,3,1936,1554,8622,332,80000,7898,6459,0,0,0,1595070
"309",5631,161,172,979,53,3,1910,NA,NA,0,35000,3621,2891,1978,0,0,NA
"310",5631,168,187,1036,54,2,1900,1770,7754,0,75000,7931,6339,2008,0,0,1449998
"311",5631,148,191,2000,76,3,1900,1903,6021,780,60000,6105,4878,1993,6,11,1150011
"312",5631,140,148,892,54,1,1974,NA,NA,0,65000,6932,5539,0,0,0,NA
"313",8400,215,214,1333,64,2,1952,1696,3505,519,40000,4009,3206,0,0,25,750070
"314",6040,125,131,1486,32,3,1935,1892,12176,146,80000,8458,6800,0,5,0,1595056
"315",6040,315,333,2600,118,3,1908,2955,8994,97,150000,15862,13005,1976,10,0,2995002
"316",6040,182,183,96640,33,2,1980,2318,32760,120,0,NA,NA,0,0,0,5995080
"317",6040,140,166,1035,43,3,1923,1388,8277,527,70000,7289,5975,1981,6,2,1373982
"318",6040,221,217,1569,65,2,1877,2980,11959,140,130000,13714,11027,1994,0,0,2595103
"319",6040,151,153,792,54,1,1977,2016,9771,104,75000,7931,6377,0,0,6,1494963
"320",5592,101,114,1323,32,1,1869,1382,5921,93,35000,3453,2833,1994,0,0,674994
"321",5592,252,264,573,1010,3,1923,1926,5663,329,75000,7271,5964,0,8,6,1495032
"322",5592,144,146,1302,54,1,1974,1527,7500,175,55000,5336,4376,0,0,0,1095000
"323",5592,204,240,11531,54,2,1906,2351,10396,336,125000,14355,11296,0,0,6,2495040
"324",5592,112,117,733,22,3,1926,1377,7222,343,45000,4894,3851,0,6,6,844974
"325",5592,110,121,872,44,3,1943,1487,9876,108,60000,6356,5097,0,8,0,1194996
"326",5592,131,143,729,53,1,1900,1192,6958,129,50000,4911,4028,0,25,0,994994
"327",5592,170,182,1100,54,4,1958,1644,10412,615,95000,9463,7765,2009,32,5,1894984
"328",7361,100,156,970,32,2,1967,1281,5096,414,40000,3754,3133,0,100,6,794976
"329",7361,110,119,630,43,3,1954,1110,5000,105,30000,3213,2591,0,17,8,595000
"330",7442,61,72,1440,32,2,1940,1013,7625,323,30000,2944,2366,0,9,5,549000
"331",4895,174,212,718,53,3,1950,1360,2335,451,25000,2784,2215,0,72,24,495020
"332",4895,118,119,944,54,1,1900,NA,NA,0,30000,2929,2324,0,0,0,NA
"333",7950,110,114,770,43,3,1897,978,3904,157,25000,2118,1754,1932,5,0,445056
"334",7950,125,153,1255,54,3,1941,977,2451,248,25000,1697,1426,0,73,0,375003
"335",7950,140,128,852,53,1,1967,1058,5430,146,35000,3730,2980,0,0,0,695040
"336",7950,146,179,6387,43,NA,1942,1465,3883,150,35000,3729,2982,0,0,0,695057
"337",7950,110,265,18750,76,1,1892,1516,2925,238,40000,4154,3319,0,0,0,775125
"338",7950,90,95,731,43,2,1932,NA,NA,0,25000,1285,1028,1980,0,0,NA
"339",6715,94,123,554,21,2,1958,1608,13398,426,85000,7972,6544,0,57,3,1647954
"340",6715,141,157,823,54,1,1974,2106,15274,316,120000,11589,9513,0,0,0,2398018
"341",6715,181,186,1028,65,1,1972,2743,20688,206,195000,20333,16309,2007,0,0,3847968
"342",6715,111,152,3295,43,1,1963,1525,10493,340,80000,8526,6843,0,0,5,1594936
"343",6715,175,149,22050,64,2,1925,1735,20121,392,150000,16301,13086,1994,0,40,2998029
"344",6715,188,227,827,54,1,1973,2980,17612,105,0,21254,17061,0,81,0,3997924
"345",6705,167,170,1031,55,1,1973,2467,9988,169,85000,9003,7225,0,0,6,1697960
"346",6710,251,289,3056,75,2,1870,2435,10208,181,150000,14708,12080,2004,0,0,2950112
"347",6710,156,191,765,43,2,1958,2289,14649,122,140000,14987,12030,0,96,0,2797959
"348",6710,153,225,1649,43,1,2008,2890,23547,189,265000,25516,20948,0,0,0,5298075
"349",6710,226,262,858,75,2,2000,2876,15641,167,205000,22272,17880,2007,38,0,4097942
"350",6710,224,229,1322,75,2,1913,2765,10472,294,120000,13250,10637,1996,0,6,2398088
"351",6710,147,163,700,43,3,1961,NA,NA,0,140000,14840,11903,2002,35,0,NA
"352",6710,207,213,788,53,2,2011,3148,32840,503,350000,32913,27390,0,0,0,6994920
"353",6710,189,193,613,54,2,2018,2572,33668,1087,325000,34409,27621,0,0,16,6497924
"354",6710,214,266,710,86,2,1970,3002,24436,143,325000,34283,27498,2010,122,0,6499976
"355",6710,230,226,944,65,2,1983,2963,15044,108,170000,18002,14450,0,0,3,3399944
"356",6710,161,NA,630,54,1,2022,3963,23590,114,190000,20146,16171,0,0,0,NA
"357",6710,161,NA,630,54,1,2022,4135,24689,156,0,21075,16917,0,0,0,NA
"358",6710,195,192,788,65,2,1980,3980,24469,433,235000,22635,18582,0,0,0,4698048
"359",6710,78,87,600,32,1,1958,1568,19253,92,85000,8994,7219,0,0,0,1675011
"360",6710,216,220,885,54,1,2008,3225,21591,95,240000,23600,19384,0,0,0,4750020
"361",6700,137,170,398,53,2,1933,2181,12929,203,110000,11659,9358,0,82,4,2197930
"362",6700,114,118,389,32,2,1902,2395,21169,98,125000,13388,10746,0,0,0,2497942
"363",6700,124,142,516,43,3,1952,2062,11254,319,80000,8538,6853,0,49,14,1598068
"364",6700,158,198,767,53,2,1939,2425,12111,658,120000,11331,9427,1980,83,9,2397978
"365",6700,155,188,543,84,3,1930,3088,13287,1198,125000,13257,10633,1937,89,17,2497956
"366",4593,103,131,95568,32,1,1969,3920,20573,195,135000,14188,11527,0,0,4,2695063
"367",4593,369,375,2044,85,2,1925,2311,6120,463,115000,12178,9894,1974,0,8,2295000
"368",4593,108,123,887,32,2,1945,1411,2764,386,25000,1820,1479,0,0,23,339972
"369",4863,292,300,3582,84,2,1907,2600,6317,273,95000,10057,8040,1980,0,3,1895100
"370",5600,198,238,5147,75,1,1850,4709,10483,162,125000,13245,10570,1980,0,4,2494954
"371",5600,215,234,2392,54,1,1980,2075,5534,182,65000,6909,5513,0,51,0,1294956
"372",5600,139,161,3480,54,1,1840,1404,13043,137,105000,11161,8907,1984,0,0,2099923
"373",5600,165,200,951,53,1,1980,2324,8975,154,90000,9549,7620,0,0,0,1795000
"374",5600,140,147,821,42,1,1970,1733,7449,139,55000,5854,4671,0,0,9,1095003
"375",5600,180,200,2368,64,3,1900,1683,2375,199,25000,2569,2049,0,9,32,475000
"376",5600,NA,NA,9033,NA,NA,NA,222,NA,1084,205000,22153,17487,0,0,0,NA
"377",5600,179,185,1252,55,3,1914,1411,9973,1786,95000,9798,7819,1979,8,0,1845005
"378",5600,114,118,125,53,2,1850,1504,16822,130,0,10549,8418,1982,0,0,1984996
"379",5600,98,104,241,43,2,1900,889,3317,1505,25000,1849,1475,0,8,20,344968
"380",5600,162,177,1379,75,1,1910,1888,4379,181,40000,4157,3317,1977,9,3,775083
"381",5600,169,184,539,65,1,1942,1437,2446,134,25000,2434,1942,0,10,0,450064
"382",5600,92,95,530,21,1,1890,1574,8368,206,40000,4269,3406,2004,4,11,794960
"383",5600,203,NA,191,53,2,1680,2378,9335,134,95000,10077,8041,1998,40,0,NA
"384",5600,230,239,763,65,1,1924,1682,2657,416,35000,3406,2718,1981,5,35,635023
"385",5600,220,197,1070,63,3,1900,1611,3299,680,35000,3490,2785,0,16,11,649903
"386",5600,193,248,23839,64,3,1935,3163,16109,139,0,21164,16891,0,24,0,3995032
"387",5600,100,129,1254,32,1,1966,1935,10039,402,65000,6909,5513,2007,0,7,1295031
"388",5600,158,155,1157,53,2,1975,2224,10290,176,80000,8493,6777,0,0,11,1594950
"389",5600,179,194,1600,64,1,1877,1818,9119,112,90000,9404,7504,2006,0,0,1769086
"390",5600,170,176,1897,54,1,1970,2517,7926,281,70000,7437,5934,0,0,7,1394976
"391",5600,149,151,2950,53,2,1927,2112,6589,580,50000,5325,4249,1980,10,0,994939
"392",5600,197,198,845,75,2,1963,1964,4520,135,45000,4797,3827,1984,0,0,894960
"393",5600,228,127,2638,96,2,1777,NA,NA,0,55000,5583,4454,0,0,0,NA
"394",5600,145,183,1194,43,3,1925,1703,6005,93,55000,5876,4688,0,84,0,1098915
"395",5600,206,242,1150,74,1,1926,1912,5764,266,70000,7437,5934,0,59,13,1394888
"396",5600,161,NA,1264,54,1,1935,1716,9286,1107,75000,7966,6356,2012,12,6,NA
"397",5600,127,125,884,43,2,1978,1364,5560,1682,35000,3741,2985,0,0,7,695000
"398",5600,125,105,580,43,1,1936,1076,8524,140,45000,4797,3827,0,6,0,895020
"399",5600,84,82,158,32,1,1827,1598,3598,99,25000,1569,1252,1994,0,0,295036
"400",4654,155,161,NA,65,1,2009,2678,16447,133,135000,13979,11193,0,0,0,2647967
"401",4640,118,NA,481,43,1,2006,3183,16059,102,95000,10038,8036,0,0,0,NA
"402",4640,149,NA,820,54,1,2012,2625,18087,158,135000,14301,11441,0,0,0,NA
"403",6720,114,111,503,32,2,1852,2337,9441,255,55000,5096,4184,2009,0,13,1047951
"404",6720,139,137,162,54,3,1797,1835,14584,260,0,10606,8516,1966,8,5,1998008
"405",6720,219,231,3852,64,1,1890,2404,12978,107,150000,16547,13289,0,0,6,2997918
"406",6720,198,207,1231,55,2,1890,2626,10135,155,105000,11126,8934,1991,0,7,2097945
"407",6720,220,211,439,63,2,1880,2141,13735,100,145000,15361,12335,1976,0,0,2898085
"408",6720,113,112,408,43,2,1821,1513,17839,377,0,10682,8577,1983,0,13,1997968
"409",6720,174,169,814,63,2,1928,1706,10639,114,90000,9565,7680,0,0,10,1797991
"410",6720,153,156,434,43,2,1805,2883,19218,238,150000,13459,11359,1981,0,0,2998008
"411",6720,140,150,1200,32,1,1966,NA,NA,0,125000,13242,10624,2010,0,0,NA
"412",6720,173,165,611,54,2,2008,1992,15139,104,125000,13258,10646,0,0,4,2497935
"413",6720,175,170,634,54,2,2014,NA,NA,0,155000,16088,12918,0,0,0,NA
"414",6720,102,101,296,21,2,1775,NA,NA,0,110000,11636,9336,0,0,0,NA
"415",6720,159,166,345,53,2,1810,NA,NA,0,115000,12180,9780,0,0,0,NA
"416",4540,149,153,68000,85,NA,1890,2228,24183,416,185000,19530,15567,2001,0,29,3699999
"417",4540,110,117,750,32,1,1953,2103,6795,182,40000,4252,3388,2008,0,16,795015
"418",4540,160,173,75032,43,2,1890,1961,17312,234,150000,15822,12611,1976,0,8,2994976
"419",4540,179,184,704,54,2,1995,2264,13560,119,125000,12336,10074,0,0,0,2495040
"420",9640,147,170,550,54,3,1910,1014,2324,142,25000,1946,1584,0,10,0,395080
"421",9640,92,100,850,32,1,1964,1343,4950,157,25000,2676,2128,0,0,0,495000
"422",9640,122,133,658,43,2,1931,1062,2248,315,25000,1592,1266,0,0,24,298984
"423",9640,91,89,3661,43,2,1987,NA,NA,244,0,NA,NA,0,0,18,NA
"424",9640,182,191,333,53,3,1912,1335,2592,162,25000,2348,1937,1979,10,0,495072
"425",9640,119,152,763,55,2,1942,1044,3914,343,30000,3212,2555,0,49,0,594928
"426",9640,130,137,801,43,1,1969,1137,5073,125,35000,3431,2795,0,0,0,695001
"427",9640,117,138,817,43,3,1930,1354,5065,221,35000,3525,2872,0,40,7,698970
"428",9640,120,159,1488,43,2,1912,1666,3994,342,35000,2875,2409,1981,0,0,635046
"429",9640,94,144,862,53,3,1937,972,2396,100,25000,1847,1470,0,94,13,345024
"430",5863,276,266,30244,97,NA,1918,2947,12011,107,160000,16881,13472,1986,0,0,3194926
"431",4173,115,177,1200,42,1,1965,NA,NA,0,85000,9030,7219,0,108,0,NA
"432",4173,111,NA,883,43,1,1966,1978,11667,84,65000,6903,5513,1984,0,0,NA
"433",4173,132,143,891,32,2,1922,2045,12552,140,90000,9759,7787,1978,3,0,1794936
"434",4173,96,110,934,31,1,1877,1640,7227,1032,40000,4252,3389,1960,0,11,794970
"435",4173,166,197,151963,64,1,1939,1831,22817,86,225000,23611,18825,0,96,0,4494949
"436",9690,98,108,827,32,1,1945,1245,4167,1695,25000,2228,1822,1959,12,14,450036
"437",9690,211,210,8699,42,2,1936,1380,1381,1024,25000,1409,1153,0,0,36,290010
"438",9690,150,301,4559,54,1,1800,1882,2309,560,35000,3516,2879,0,0,13,695009
"439",9690,137,163,27025,65,1,1922,1488,5061,123,45000,4411,3530,1986,0,0,824943
"440",9690,136,153,1183,54,2,1964,1272,3987,1886,35000,2988,2444,2000,32,0,610011
"441",9690,136,152,1089,43,1,1976,787,3849,253,30000,3148,2519,0,0,12,585048
"442",9690,110,119,1855,32,2,1946,1240,3403,303,25000,2043,1673,1977,5,9,404957
"443",9690,113,136,997,54,1,1910,941,1801,154,25000,1290,1032,1979,3,17,244936
"444",9690,143,162,3048,74,2,1912,1089,2932,324,25000,2403,1967,1979,0,13,474984
"445",9690,135,146,258,43,2,1908,985,4623,263,35000,3328,2725,1962,0,13,674958
"446",9690,184,203,419,53,2,1929,NA,NA,0,40000,4259,3406,1983,0,0,NA
"447",9690,110,120,742,43,2,1883,875,3708,469,25000,2407,1924,0,0,10,444960
"448",9690,115,120,618,43,1,1966,1199,5625,382,35000,3320,2715,0,0,0,675000
"449",9690,126,154,1000,53,2,1951,1302,3571,219,30000,2950,2360,1989,70,0,549934
"450",9690,227,221,2700,42,1,1925,1531,2036,557,25000,2228,1822,1979,0,23,449956
"451",9690,170,188,1288,54,3,1954,1431,4495,91,45000,4274,3501,1972,42,0,845060
"452",9690,83,89,104,32,2,1885,806,7584,450,35000,3320,2715,0,0,0,674976
"453",8762,130,141,600,64,2,1947,1278,4596,129,35000,3482,2800,0,0,0,648036
"454",4591,129,143,1264,44,1,2005,1982,11154,535,80000,7762,6444,0,0,3,1595022
"455",4591,94,98,583,33,2,1902,1594,8673,152,45000,4047,3402,0,0,0,849954
"456",7000,176,NA,908,54,1,2019,3237,29517,93,260000,28799,23171,0,0,0,NA
"457",7000,195,193,985,74,2,1976,2390,16036,239,155000,16349,13150,0,0,5,3094948
"458",7000,174,167,36315,75,NA,1912,2510,17335,107,0,NA,NA,2008,0,0,2894945
"459",7000,137,148,833,54,1,1976,1852,8750,125,65000,6903,5548,0,0,7,1295000
"460",7000,385,386,2760,105,3,1750,3306,16826,86,325000,37369,29502,1987,10,0,6494836
"461",7000,100,123,763,53,3,1950,2121,12967,169,80000,8486,6820,1976,50,6,1594941
"462",7000,106,150,450,42,2,1936,2057,15300,84,115000,12178,9788,0,106,4,2295000
"463",7000,249,267,1393,75,3,1917,3623,27940,176,375000,40937,32937,2019,0,7,7459980
"464",7000,173,260,1837,32,2,2005,6166,53827,111,0,68751,56573,0,169,0,13995020
"465",7000,130,137,1405,54,2,1930,1387,7263,113,50000,5343,4380,0,4,17,995031
"466",7000,182,187,802,76,1,1998,2358,13342,123,125000,13234,10637,2007,0,7,2494954
"467",7000,240,237,944,74,2,1898,2521,8418,196,0,9313,7760,1998,0,2,1995066
"468",7000,108,156,800,43,2,1948,NA,NA,0,90000,9283,7462,0,108,0,NA
"469",7000,121,162,713,54,2,1964,2459,16636,133,135000,14222,11431,1967,91,7,2695032
"470",7000,139,175,731,43,3,1961,2262,11400,174,0,10601,8527,0,87,2,1995000
"471",7000,201,208,813,65,2,1974,1661,9591,620,0,10640,8558,0,6,5,1994928
"472",7000,170,182,791,54,1,1960,2241,18544,136,170000,17869,14363,1967,0,0,3375008
"473",7000,140,149,880,43,2,1985,2996,16745,84,125000,13234,10637,0,0,4,2495005
"474",7000,149,158,680,43,1,1972,NA,NA,0,120000,12556,10100,0,0,0,NA
"475",7000,92,117,982,32,3,1950,2204,10214,156,60000,6379,5127,1959,66,25,1195038
"476",7000,120,121,725,53,2,1900,1890,9050,450,55000,5143,4284,1971,0,8,1095050
"477",7000,141,145,410,43,2,1901,1372,10655,146,80000,8207,6596,1997,0,3,1544975
"478",7000,246,249,1192,95,2,1930,5994,40141,436,0,52764,42446,1999,0,9,9995109
"479",7000,210,222,3039,64,1,1967,8552,38288,0,425000,45207,36367,1999,0,0,8499936
"480",2000,181,201,800,54,1,1954,8742,72139,189,725000,76323,63098,0,55,0,14499939
"481",2000,206,225,424,63,1,1918,7764,124000,99,1395000,147338,121891,0,118,7,27900000
"482",2000,251,291,461,107,1,1876,6968,80756,134,1175000,125332,103690,1912,123,13,23499996
"483",2000,136,151,131,42,1,1930,2792,52967,0,0,43897,36320,0,0,0,7998017
"484",9900,152,163,797,43,1,1963,1295,3037,162,25000,2694,2149,1971,0,0,495031
"485",9900,108,115,195,52,3,1910,1627,6043,687,35000,3754,2995,0,24,13,694945
"486",9900,71,108,465,21,2,1957,1393,4583,111,25000,2694,2149,1967,71,6,494964
"487",9900,62,66,523,21,1,1941,1183,5985,234,25000,2124,1694,0,0,12,395010
"488",9900,114,118,767,43,1,1966,1171,5492,499,35000,3491,2785,0,0,0,648056
"489",5871,162,219,3447,65,2,1869,2445,8420,563,95000,9771,7786,1963,0,8,1843980
"490",5871,171,177,696,43,2,1900,1266,7565,465,70000,7109,5665,0,0,0,1339005
"491",5871,201,239,1810,75,3,1936,2385,3661,424,45000,4675,3725,1978,97,12,874979
"492",4250,125,131,805,54,1,1968,1630,10649,104,70000,7431,5994,0,0,6,1395019
"493",4250,135,643,925,43,NA,NA,1831,4386,302,145000,15204,12139,0,0,0,2820198
"494",4250,151,NA,976,54,NA,NA,1831,20993,302,160000,17100,13652,0,0,0,NA
"495",4250,119,131,1043,43,1,1906,2133,12939,111,85000,8989,7251,1998,0,0,1695009
"496",7884,250,245,503,65,3,1900,987,2020,1396,25000,2517,2065,1992,4,0,494900
"497",7884,185,234,1932,86,2,1905,1129,2543,121,30000,3206,2571,1986,0,0,595062
"498",4621,101,111,1349,32,2,1918,3664,25180,93,140000,14770,11908,0,0,7,2794980
"499",9631,98,117,763,33,3,1952,1161,4231,202,25000,2525,2057,0,58,29,495027
"500",9631,163,167,788,66,3,1940,1104,3563,177,30000,2824,2329,1985,10,0,595021
"501",5591,114,138,779,43,1,1947,1466,6268,288,45000,4605,3689,0,70,0,864984
"502",5591,197,217,8352,63,3,1748,3450,6889,329,75000,8171,6553,2002,17,6,1494913
"503",5591,180,209,1868,53,1,1897,1639,3804,1219,40000,4266,3418,1974,0,11,795036
"504",5591,96,130,1754,42,3,1906,1614,7654,323,50000,5323,4265,0,20,9,995020
"505",5591,155,154,1093,43,2,1875,1280,5812,558,45000,4823,3867,1966,0,6,895048
"506",2820,227,266,1008,64,2,1937,7208,56372,157,750000,86510,69663,1962,103,12,14994952
"507",2820,175,NA,584,54,NA,2013,5152,57114,92,0,52603,43058,0,0,6,NA
"508",2820,229,235,789,94,2,1922,4839,32957,113,390000,40856,33442,1963,14,9,7744895
"509",2820,120,129,955,43,2,1931,4359,51899,147,335000,35131,28755,0,24,11,6694971
"510",4532,123,145,5000,31,1,1962,2420,10310,143,75000,7931,6386,0,0,0,1494950
"511",9260,96,122,538,43,3,1926,1416,4082,210,25000,2702,2171,1972,64,0,498004
"512",7323,141,148,962,54,1,1968,1876,5270,276,40000,4289,3516,0,0,2,779960
"513",8983,92,142,2321,32,2,1900,1531,2430,1477,25000,1844,1478,0,0,8,345060
"514",8983,98,109,1000,33,3,1960,1434,5917,311,35000,3482,2792,0,30,17,644953
"515",8983,105,118,408,43,2,1917,1336,5068,351,30000,3229,2589,1976,0,20,598024
"516",8983,155,166,963,66,2,1977,1756,4187,269,35000,3762,3017,0,0,13,695042
"517",8983,155,152,359,53,2,1850,1442,4243,387,35000,3199,2623,1998,0,0,644936
"518",8983,129,139,935,43,1,1875,1376,4640,298,35000,3222,2643,0,0,0,644960
"519",5620,148,154,591,54,3,1875,1057,5032,441,40000,3868,3163,1989,0,0,774928
"520",5620,216,213,808,87,2,1969,2374,10094,539,110000,10607,8677,1976,0,2,2150022
"521",5620,198,222,1321,65,3,1976,2110,7185,107,80000,8541,6826,2009,0,3,1595070
"522",5620,146,163,782,66,3,1926,1476,7945,203,65000,6888,5500,1991,7,0,1295035
"523",5620,166,177,19990,53,2,1877,NA,NA,0,105000,11161,8912,1983,0,0,NA
"524",5620,95,119,822,43,3,1955,1372,8824,111,55000,5262,4304,0,56,0,1050056
"525",5620,175,190,1084,64,2,1966,1554,5237,723,50000,4470,3755,1974,40,9,995030
"526",5620,180,212,74701,55,NA,1755,3196,8939,239,95000,10048,8030,1966,0,16,1895068
"527",5620,202,269,7286,64,1,1877,2647,5186,125,70000,7452,5955,1989,4,0,1395034
"528",5620,122,164,700,64,3,1956,1549,4238,430,35000,3144,2640,1973,90,13,695032
"529",5620,174,186,1791,44,3,1938,1771,5349,333,50000,5314,4246,0,9,17,994914
"530",5620,162,187,1701,43,2,1870,1955,7460,140,70000,7491,5986,1977,0,0,1395020
"531",5620,211,201,2180,86,1,1910,1406,8184,198,85000,8723,6965,2004,0,0,1644984
"532",5620,150,193,526,44,3,1930,1320,6865,164,70000,7046,5631,0,90,4,1324945
"533",5620,237,232,8303,75,2,1902,1556,8599,408,0,10592,8465,2009,0,19,1994968
"534",5620,164,183,508,75,3,1917,1595,9809,164,90000,9549,7625,1998,32,5,1795047
"535",5620,89,92,720,32,1,1963,1253,6467,104,30000,2992,2445,0,0,0,594964
"536",5620,166,197,3020,43,2,1700,2077,6345,849,65000,6784,5422,1965,0,24,1249965
"537",6752,163,181,1152,54,1,2000,1362,8829,163,80000,8572,6902,0,0,6,1598049
"538",2600,93,100,914,32,1,1960,3977,32950,104,165000,17395,14247,1973,0,11,3295000
"539",4171,136,176,947,43,1,1972,2381,10199,122,90000,9516,7676,0,0,5,1795024
"540",4171,169,177,867,53,1,1972,2384,11271,347,0,10568,8525,1980,0,5,1994967
"541",4171,110,112,619,43,2,1920,1830,13348,232,75000,7915,6384,1975,0,6,1494976
"542",4171,124,126,569,43,1,1962,2086,12659,268,80000,7949,6561,1976,0,0,1595034
"543",4171,173,170,662,53,2,2002,2088,13500,94,115000,12184,9836,2003,0,0,2295000
"544",4171,217,220,1728,43,2,1995,2796,15886,156,175000,18544,14972,2003,0,0,3494920
"545",4171,166,160,33755,53,NA,1896,4180,22469,86,180000,18985,15316,1999,0,5,3595040
"546",6690,190,271,49251,86,2,1912,2392,9576,100,130000,12865,10565,0,0,0,2595096
"547",4281,90,98,381,52,2,1966,1855,14235,483,70000,7431,6037,0,0,7,1395030
"548",4281,128,135,797,43,3,1941,1746,7963,178,55000,5736,4660,0,15,2,1075005
"549",6510,248,NA,2729,86,1,2018,4347,12097,1479,150000,15926,12708,0,0,0,NA
"550",6510,173,177,1364,54,1,1967,NA,NA,0,25000,2118,1690,0,0,0,NA
"551",6510,109,124,716,21,1,1951,959,3629,141,25000,2434,1939,0,0,9,449996
"552",6510,130,164,948,43,3,1937,1471,5457,322,45000,4801,3830,1979,100,0,894948
"553",6510,254,NA,818,85,3,1912,1083,2736,386,35000,3745,2987,0,0,0,NA
"554",6510,112,152,1057,53,3,1948,1203,4572,440,35000,3745,2987,1983,69,5,694944
"555",6510,129,132,831,43,1,1965,1266,5871,95,40000,4161,3320,1978,0,0,774972
"556",6510,153,162,822,54,1,1957,1479,4321,179,35000,3772,3009,1974,0,0,700002
"557",6510,135,164,665,42,2,1965,1529,4567,161,40000,4012,3198,1979,36,6,748988
"558",6510,84,108,800,32,2,1961,1063,6435,227,35000,3721,2966,0,50,0,694980
"559",6510,143,150,873,53,2,1949,1472,7300,256,55000,5858,4674,1991,0,0,1095000
"560",6510,171,185,1295,64,2,1913,939,3649,213,35000,3633,2898,0,0,0,675065
"561",6510,120,NA,818,42,3,1944,1552,4125,129,25000,2688,2143,0,69,0,NA
"562",6300,167,169,1000,76,1,1965,2574,8846,188,75000,7968,6396,0,0,6,1494974
"563",6300,138,145,1138,64,1,1857,1823,5483,130,40000,4271,3427,0,10,0,795035
"564",6771,152,160,20000,53,3,1937,1999,7188,407,60000,5773,4740,1977,20,23,1150080
"565",6771,400,387,2525,1111,2,1780,2100,4646,287,90000,9532,7645,2006,0,0,1798002
"566",8500,131,164,800,43,3,1928,1703,4543,2626,40000,4349,3408,0,85,12,745052
"567",8500,130,NA,732,43,2,1940,1343,5577,447,40000,4228,3313,1971,0,6,NA
"568",8500,204,216,1226,43,2,1900,1734,3694,100,40000,4673,3662,1973,0,0,797904
"569",2670,150,179,740,64,1,1965,3472,23156,92,210000,21763,17708,0,60,6,4144924
"570",2670,133,137,750,43,1,1978,3344,29161,240,0,21156,17227,0,0,2,3995057
"571",2670,138,151,748,65,2,1966,3810,28775,121,220000,22916,18646,2014,0,3,4345025
"572",2670,140,152,719,53,1,1973,3316,26283,93,0,21069,17143,0,0,7,3995016
"573",4571,65,93,1414,32,1,1850,1460,5914,133,30000,2707,2209,1939,0,0,550002
"574",7200,241,169,502,66,2,1939,1618,3846,295,35000,3523,2842,0,87,0,649974
"575",7200,91,97,472,55,3,1936,700,7990,380,40000,4352,3548,0,3,3,775030
"576",5892,154,174,1599,64,3,1777,1829,5718,277,50000,4494,3769,1978,12,0,994932
"577",5892,95,102,998,44,1,1999,1550,10735,415,55000,5833,4647,0,0,8,1094970
"578",3760,107,136,720,32,3,1928,1306,4963,302,35000,3615,2886,0,10,12,674968
"579",5884,120,149,620,53,3,1931,1412,5000,212,40000,3492,2887,1974,60,0,745000
"580",5683,154,165,630,54,1,1910,1128,3333,100,30000,2764,2259,0,0,0,549945
"581",5683,200,217,884,75,3,1897,1424,5737,713,65000,6576,5251,1970,10,0,1244929
"582",5683,136,145,1062,42,1,1877,1165,5483,513,40000,3890,3179,0,0,11,795035
