"","zip","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris"
"1585",6920,120,210,2227,31,3,1954,1881,6643,400,70000,7435,5993,0,120,30,1395030
"1586",4560,224,242,2786,64,1,1900,2506,9070,269,110000,11636,9282,0,0,4,2194940
"1587",4560,327,225,900,76,3,1963,2382,10644,114,120000,12643,10077,2006,120,0,2394900
"1588",7830,173,179,1621,43,1,1902,1229,4721,92,45000,4517,3623,1985,0,0,845059
"1589",7830,153,186,587,43,3,1943,1244,4274,924,40000,3586,3023,1999,59,14,794964
"1590",7830,130,137,592,43,2,1897,1305,4343,276,30000,3212,2576,2001,0,6,594991
"1591",7830,100,155,824,32,2,1936,1423,4484,270,35000,3740,3000,0,100,7,695020
"1592",7830,130,148,706,43,1,1962,1223,3142,409,25000,2517,2019,0,30,15,465016
"1593",7830,139,146,1101,53,1,1954,1226,4075,1201,30000,3212,2576,1994,0,11,594950
"1594",2830,107,130,688,54,2,1950,5912,53808,128,350000,37042,30180,1956,57,7,6995040
"1595",2830,128,161,755,32,2,1943,5131,40373,134,325000,34254,27888,1980,57,7,6500053
"1596",2830,245,274,1167,77,3,1900,6104,23704,105,325000,34218,28216,2005,63,7,6494896
"1597",5492,130,194,4700,43,1,1969,2369,8737,225,85000,9014,7203,0,130,0,1694978
"1598",5492,151,173,7239,54,1,1868,1557,5751,472,50000,5524,4415,0,0,0,994923
"1599",5492,210,207,725,88,1,1825,2052,11570,134,120000,12730,10173,1997,0,4,2394990
"1600",5492,132,166,785,54,1,1974,1914,10211,184,85000,9021,7203,0,80,11,1695026
"1601",5492,207,209,754,75,1,1972,2172,8923,365,95000,8701,7212,0,0,2,1864907
"1602",6052,211,215,1169,65,1,2005,2729,13465,88,145000,15292,12296,2012,0,0,2894975
"1603",9310,120,127,1226,64,2,1877,2136,6102,183,40000,4154,3338,1998,0,0,774954
"1604",6500,140,146,767,54,1,1998,1640,7842,365,60000,6123,4885,0,0,23,1144932
"1605",6500,155,178,880,54,3,1957,1866,10084,99,90000,9546,7611,2018,62,3,1794952
"1606",6500,141,189,2500,43,2,1955,1375,5265,93,50000,5330,4252,0,0,9,995085
"1607",6500,187,181,1170,75,2,1975,1801,5387,261,50000,5218,4163,0,0,0,975047
"1608",6500,97,103,814,43,1,1800,1457,5777,422,30000,3216,2565,0,0,14,595031
"1609",6500,108,119,718,54,1,1969,1574,8361,337,50000,5330,4252,0,0,0,994959
"1610",6500,248,252,1047,75,2,1972,2207,4742,325,60000,6356,5067,0,0,0,1194984
"1611",6500,170,192,2109,43,2,1912,1837,2578,144,25000,2688,2143,0,0,17,494976
"1612",6500,180,189,919,75,1,1965,1988,5265,1005,50000,5330,4252,1981,0,17,995085
"1613",6500,135,213,4354,53,2,1877,1240,3451,113,40000,3938,3141,1991,0,0,735063
"1614",6500,104,114,836,43,2,1962,1344,5614,515,35000,3437,2742,0,14,0,639996
"1615",6500,141,148,916,54,3,1947,1556,7331,245,55000,5779,4611,0,14,13,1084988
"1616",6500,176,187,843,54,2,1984,1616,7406,204,70000,7388,5894,2004,0,0,1384922
"1617",6500,156,159,857,54,1,1979,1892,7516,122,60000,6387,5095,0,0,0,1195044
"1618",6500,105,131,2779,43,1,1850,1540,5305,213,35000,3745,2987,1930,0,0,694955
"1619",6500,150,177,1009,65,3,1941,1432,5226,337,50000,4939,3940,1975,50,7,925002
"1620",4760,231,237,2414,75,1,2004,4270,18987,93,225000,23832,19184,0,0,10,4499919
"1621",4760,75,82,398,32,2,1890,1963,12134,99,50000,5315,4277,1979,0,0,994988
"1622",4760,184,204,700,64,1,2012,3246,21078,274,215000,22731,18298,0,0,0,4299912
"1623",4760,123,125,457,42,2,1930,1785,6360,245,40000,4261,3429,0,0,11,795000
