"","zip","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Prisudvikling","pris"
"1",6200,93,101,408,65,2,1926,940,5396,413,30000,2678,2198,0,0,0,544996
"2",6200,108,146,681,31,2,1963,1885,8185,102,60000,5976,4909,1974,84,0,1195010
"3",6200,171,172,723,42,2,1927,1159,6948,188,60000,6384,5126,1990,0,27,1195056
"4",6200,153,132,163,42,3,1780,1381,7538,124,50000,5320,4269,1973,16,9,995016
"5",6200,136,202,1162,64,3,1953,1446,7896,143,80000,9232,7275,1965,87,3,1594992
"6",6200,185,216,712,54,2,1928,1325,6921,172,75000,8658,6823,0,0,6,1494936
"7",9440,202,200,5500,53,2,1887,1187,1995,2093,25000,2146,1717,0,0,19,399000
"8",9440,180,223,736,54,2,1900,1814,2220,147,25000,2674,2137,0,0,23,495060
"9",3720,105,107,261,42,3,1914,1381,6495,98,35000,3726,2975,1980,10,0,694965
"10",9620,95,145,505,32,3,1942,1205,3434,477,25000,2497,2051,0,65,0,497930
"11",9620,138,145,895,54,1,1963,1342,2745,623,25000,2151,1729,0,0,20,398025
"12",9600,83,119,704,32,2,1960,1062,5874,794,35000,3903,3107,0,83,10,699006
"13",9600,112,178,3142,43,3,1925,1361,3904,1654,35000,3749,2984,1977,6,18,694912
"14",5560,188,220,10000,64,1,1862,1629,7705,129,85000,8244,6741,2006,0,0,1695100
"15",5560,232,242,1017,54,1,1978,2580,9897,136,120000,11573,9463,2004,50,0,2395074
"16",5560,229,256,3655,74,1,2002,2933,14043,86,180000,20716,16239,2010,21,3,3595008
"17",5560,116,126,600,43,1,1963,1245,6310,301,40000,3905,3202,1972,0,11,795060
"18",5560,165,189,714,75,1,1964,1751,10026,161,95000,10062,8041,0,50,5,1894914
"19",5320,287,291,1346,1210,2,1900,2634,13729,449,0,21285,17155,2006,0,11,3995139
"20",5320,150,146,356,65,2,2001,1698,12295,138,90000,8879,7317,0,0,5,1795070
"21",5320,143,148,820,54,1,1965,2129,14831,157,110000,11701,9430,1977,0,8,2194988
"22",6753,205,223,5586,66,1,1840,1866,5601,164,65000,6345,5235,1976,0,0,1249023
"23",6753,112,125,1467,43,3,1959,1761,6384,318,40000,4310,3477,0,32,6,798000
"24",6753,130,142,805,44,1,1977,1495,5951,93,45000,4501,3631,0,0,11,845042
"25",6753,128,133,711,43,1,1963,1429,6353,525,45000,4297,3544,0,0,12,844949
"26",6753,113,116,780,43,1,1973,1533,6897,283,40000,4306,3473,0,0,1,800052
"27",6753,96,108,962,32,2,1900,1394,3657,359,25000,1955,1611,0,0,0,394956
"28",6534,280,306,2053,75,1,1940,1675,2925,409,45000,4229,3517,1985,66,10,895050
"29",2620,108,111,446,32,1,1986,4416,34216,93,190000,20013,16083,0,0,0,3797976
"30",8961,112,143,855,32,2,1870,1064,2762,133,25000,2127,1699,0,0,0,394966
"31",6051,130,140,501,65,1,1827,2164,9250,315,65000,6880,5532,0,0,10,1295000
"32",6051,171,174,2521,54,2,1900,1612,8017,101,70000,7406,5954,0,0,0,1394958
"33",6051,160,177,1116,53,1,1977,2404,10452,903,95000,9788,7870,1984,0,7,1850004
"34",6823,87,95,292,32,2,1930,1150,8947,122,45000,4544,3663,0,0,0,849965
"35",6823,142,146,535,54,3,1909,878,4966,135,40000,3700,3052,0,8,0,725036
"36",6823,155,163,752,75,1,1978,1567,7331,114,60000,6379,5142,2004,0,0,1194953
"37",6823,167,219,957,87,3,1976,1534,5137,128,60000,5985,4825,0,60,0,1125003
"38",6823,144,177,1937,41,1,1973,2143,9034,1591,80000,7817,6446,0,75,11,1599018
"39",6823,89,91,773,32,1,1961,1171,9835,140,45000,4796,3866,0,0,8,894985
"40",6823,102,105,350,32,1,1913,1120,4762,466,25000,2821,2275,1998,0,16,500010
"41",6823,137,133,374,63,2,1910,1379,5226,249,35000,3740,3014,0,0,0,695058
"42",9510,144,168,695,42,1,1948,1579,4018,501,35000,3628,2899,1971,67,18,675024
"43",9510,141,159,924,42,1,1974,1546,4245,129,35000,3617,2888,0,0,0,674955
"44",9510,78,112,508,32,2,1937,1336,4866,266,30000,2743,2243,0,74,8,544992
"45",5970,175,204,918,54,3,1911,1422,4877,119,50000,5314,4242,0,10,9,994908
"46",5970,144,157,2729,65,2,1799,1258,5382,136,45000,4511,3601,1970,0,0,844974
"47",5970,235,325,6946,128,3,1924,1808,8600,126,140000,13582,11100,0,18,0,2795000
"48",5970,73,70,155,32,2,1863,1379,34214,146,120000,12680,10125,1972,0,8,2394980
"49",5970,197,213,1301,54,2,1968,2798,22512,134,240000,23454,19172,1998,40,0,4795056
"50",6818,82,201,591,32,2,1960,1409,1965,1382,25000,2126,1713,0,82,32,394965
"51",6818,126,132,485,43,1,1900,1420,4129,328,30000,2696,2222,1966,0,0,545028
"52",6818,158,163,682,74,2,1900,1594,3344,329,30000,3009,2427,1999,0,8,545072
"53",6818,201,202,1190,44,3,1932,1647,4941,1031,50000,5337,4302,0,15,0,998082
"54",6818,114,136,767,44,3,1951,1459,4596,157,35000,3444,2779,0,36,0,625056
"55",6818,121,131,816,53,3,1941,1495,8588,153,60000,6025,4861,2001,10,0,1125028
"56",5792,117,123,1174,43,1,1908,1291,11341,191,70000,7427,5931,0,15,0,1394943
"57",9340,58,84,368,21,2,1936,1357,5060,409,25000,2291,1824,0,58,17,425040
"58",9340,100,109,471,33,2,1934,1158,4578,308,25000,2704,2152,0,0,8,499002
"59",9340,100,98,483,42,2,1933,1213,6888,93,35000,3628,2889,2007,0,0,675024
"60",4792,360,191,13518,117,2,1875,4535,32461,750,310000,32835,26453,1979,0,5,6200051
"61",4792,120,119,823,32,1,1850,1925,7143,92,45000,4551,3665,0,0,0,850017
"62",4792,65,69,920,32,2,1775,1259,4275,140,25000,1571,1265,0,0,0,294975
"63",4792,102,107,1261,43,2,1939,1678,9299,443,50000,5330,4293,0,0,0,994993
"64",4792,113,120,549,43,2,1948,1700,3542,133,25000,2286,1841,0,2,0,425040
"65",4792,58,60,4669,32,1,1825,1129,9917,155,30000,3216,2590,0,0,0,595020
"66",4792,99,119,1162,43,2,1939,1719,11345,107,70000,7180,5779,0,0,0,1350055
"67",4550,152,174,19714,43,2,1900,2712,10316,620,90000,8969,7324,1998,0,0,1794984
"68",4550,173,276,948,64,3,1954,3041,9040,542,125000,11159,9370,1973,97,7,2495040
"69",5466,183,181,905,75,2,1999,2052,10470,442,95000,10022,8031,0,0,5,1895070
"70",5466,61,117,1315,44,2,1827,1972,21325,291,125000,12088,9917,0,0,0,2495025
"71",5466,160,159,753,54,2,1877,1597,7516,156,60000,6620,5309,0,0,7,1195044
"72",5610,235,242,3200,75,1,1800,2914,3285,140,40000,4266,3408,1950,0,0,794970
"73",5610,63,65,45,32,3,1800,1427,9154,129,30000,3220,2572,1985,11,0,595010
"74",5610,162,168,713,54,1,1962,1912,8185,472,70000,6824,5581,0,0,7,1375080
"75",5610,250,275,2585,76,2,1851,2310,7255,363,0,10568,8438,1990,0,5,1995125
"76",5610,108,117,911,32,1,1970,1579,6795,136,40000,4269,3410,0,0,0,795015
"77",5610,126,134,1385,32,3,1925,1519,5597,182,40000,3739,3057,0,6,0,749998
"78",5610,195,206,15000,42,4,1800,4016,7257,1961,75000,7919,6323,0,0,0,1494942
"79",5610,105,116,1031,32,2,1952,1304,7974,154,50000,4927,3937,2007,0,0,924984
"80",5610,153,158,1101,64,2,1850,2007,10095,185,80000,8427,6728,0,10,2,1595010
"81",5610,123,124,681,43,2,1875,1700,10444,400,65000,7103,5677,1950,0,19,1295056
"82",5610,157,198,762,53,2,1964,2231,10581,535,105000,10455,8553,0,130,5,2095038
"83",5610,165,114,1000,74,1,1861,1192,9605,446,55000,5445,4453,0,0,8,1094970
"84",5610,228,252,2080,75,1,1974,3068,10516,127,135000,14026,11210,0,32,2,2650032
"85",5610,102,128,869,32,3,1946,1207,4297,211,30000,2784,2276,0,60,0,550016
"86",5610,114,135,995,32,2,1890,1320,5148,98,35000,3733,2980,0,0,0,694980
"87",5610,188,216,1204,64,2,1965,2526,11551,92,125000,13291,10622,0,65,4,2495016
"88",5610,101,141,791,43,2,1965,1682,6028,504,45000,4517,3607,0,101,11,849948
"89",6440,131,135,716,42,1,2001,1852,14778,210,0,10582,8487,0,0,9,1995030
"90",6440,136,179,884,54,2,1727,1489,3324,1417,30000,3215,2580,0,0,0,594996
"91",6440,134,152,468,43,1,1985,2190,8520,4719,65000,6932,5564,0,0,17,1295040
"92",6440,148,186,968,43,1,1967,1534,5349,525,50000,5328,4276,1976,85,0,994914
"93",6440,214,220,772,65,2,1887,1961,6795,184,75000,7968,6396,2001,0,6,1494900
"94",8963,128,138,1379,32,3,1952,1238,4891,2300,35000,3624,2893,0,12,15,674958
"95",5602,312,422,15400,118,2,1863,2368,7097,170,150000,15884,12676,2001,0,0,2994934
"96",2880,114,147,744,33,3,1953,4539,30231,252,225000,25577,20606,1965,71,10,4443957
"97",2880,177,183,861,75,1,2004,4749,34672,170,320000,33439,27383,2014,0,9,6344976
"98",2880,184,187,1037,63,2,1952,7030,58797,104,550000,57917,47429,2009,0,4,10995039
"99",6622,170,199,1314,64,3,1949,1877,7010,111,70000,7629,6143,1991,54,0,1394990
"100",7660,115,130,1259,54,3,1935,986,2885,122,25000,1851,1519,0,4,0,375050
"101",7660,121,125,875,53,1,1983,1199,5880,141,40000,3585,2941,0,0,0,735000
"102",7660,158,171,2564,54,1,1966,1392,4942,330,45000,4909,3866,0,0,0,845082
"103",8444,110,116,413,54,3,1905,1195,5043,456,30000,3150,2519,0,11,0,584988
"104",9574,148,145,1661,54,2,1900,1173,4448,188,35000,3466,2781,1983,0,0,644960
"105",9574,73,104,1000,21,2,1963,1140,4279,179,25000,2429,1950,0,73,0,445016
"106",9574,103,118,800,32,2,1945,1277,5042,133,30000,3211,2576,0,5,0,594956
"107",9574,106,108,733,32,2,1945,1402,4583,337,25000,2687,2158,1975,0,0,494964
"108",9574,261,268,391,75,3,1912,1323,1660,738,25000,2459,1974,1950,20,0,444880
"109",9574,200,208,315,65,1,1897,1147,3341,4362,35000,3822,3070,0,0,13,694928
"110",4941,276,282,1789,63,2,1991,2769,17727,400,250000,26347,20952,0,0,0,4999014
"111",7150,145,152,1140,53,2,1900,1622,3914,405,30000,3213,2583,0,0,25,594928
"112",7150,83,87,1000,32,1,1960,1051,7989,155,35000,3740,3008,0,0,7,695043
"113",7755,130,141,836,43,1,1973,1252,4220,1108,30000,2714,2283,1985,0,0,595020
"114",7755,258,282,713,74,3,1960,951,2926,154,45000,4018,3293,1976,29,0,825132
"115",7755,175,184,800,43,1,1962,1153,2147,177,25000,2127,1704,0,0,28,395048
"116",7755,144,149,834,54,1,1966,1064,5000,2136,40000,3366,2834,0,0,0,745000
"117",7755,118,126,700,43,1,1987,1117,4683,707,30000,3313,2655,0,0,0,590058
"118",7755,151,152,443,43,2,1908,914,1941,1481,25000,1378,1145,0,0,0,295032
"119",7755,84,83,471,44,2,1900,723,3916,366,25000,1754,1405,0,0,0,325028
"120",7755,119,126,733,54,1,1968,1071,4722,535,30000,2828,2346,0,0,0,594972
"121",6541,151,124,797,43,3,1945,1137,5605,100,35000,3745,2987,0,0,0,695020
"122",6541,114,122,1073,32,2,1930,1303,5697,155,35000,3745,2987,0,0,13,695034
"123",6541,161,165,1040,75,2,1979,1435,5909,153,50000,5218,4163,0,0,0,974985
"124",6852,368,363,4308,118,2,1900,2338,8810,162,160000,18508,14660,2014,0,5,3198030
"125",4632,89,160,1254,31,1,1920,2629,14969,133,120000,11901,9840,1976,0,0,2395040
"126",4632,198,161,901,54,1,1969,2977,21708,120,175000,18586,15035,0,0,3,3494988
"127",8850,143,248,525,54,3,1946,1494,3206,193,40000,4235,3401,0,17,9,795088
"128",8850,61,71,265,21,1,1900,768,6972,717,25000,2915,2299,2008,0,17,495012
"129",6091,208,216,298441,54,1,2000,6598,92593,161,0,105219,84611,0,0,0,20000088
"130",6091,170,206,725,65,3,1936,2592,19393,147,0,21074,16946,0,105,5,3994958
"131",4242,137,146,33196,64,2,1870,2635,10925,150,80000,8458,6822,1992,0,11,1595050
"132",4242,108,117,886,54,3,1924,1755,5085,269,30000,3202,2582,1984,3,34,594945
"133",5400,232,245,2892,86,1,1747,2031,6510,123,80000,8464,6761,0,0,0,1594950
"134",5400,100,144,1902,53,3,1964,1684,5521,330,40000,4255,3398,0,67,6,795024
"135",5400,166,171,5780,64,2,1892,1786,6988,386,60000,6359,5079,1985,0,0,1194948
"136",5400,122,139,1300,53,2,1944,1552,5719,196,40000,4255,3398,2013,35,0,794941
"137",5400,161,160,1623,63,3,1890,1717,4688,209,40000,4004,3198,2001,0,21,750080
"138",4793,122,125,1039,43,1,1961,2072,12400,86,80000,8175,6580,0,0,0,1550000
"139",6392,134,143,900,53,3,1942,1329,6958,341,50000,5375,4316,0,0,8,994994
"140",6392,151,160,1091,54,1,1979,1528,5594,157,45000,4794,3849,1992,0,0,895040
"141",7080,112,130,273,53,3,1912,1639,5346,248,35000,3736,3060,0,54,22,694980
"142",4791,124,139,2050,53,2,1900,1813,7518,400,55000,5579,4494,2001,0,13,1045002
"143",4791,64,72,776,31,1,1942,1001,3819,337,25000,1455,1171,0,0,15,274968
"144",4791,164,188,2199,43,2,1880,1740,2926,247,30000,2960,2382,0,0,35,550088
"145",4791,167,182,1326,52,2,1901,1511,5357,87,50000,5218,4203,0,0,0,974974
"146",4140,352,109,614,44,2,1912,3635,45413,241,250000,26091,21106,2003,0,8,4950017
"147",7650,140,146,700,54,2,1964,1039,2705,280,25000,2120,1700,1978,0,20,394930
"148",7650,160,187,266,118,3,1931,942,1845,1330,25000,1732,1422,0,50,30,345015
"149",6740,151,194,16968,54,1,1920,1788,9268,503,90000,8708,7147,2010,0,0,1797992
"150",6740,124,125,351,43,2,1900,1302,6784,143,45000,4149,3405,0,0,0,848000
"151",6740,210,220,918,75,2,1976,2386,7264,168,80000,9220,7262,1980,0,5,1598080
"152",6740,91,95,1542,43,1,1968,1051,6821,1178,35000,3555,2853,0,0,0,647995
"153",6740,201,206,1018,54,3,1932,1765,3859,120,40000,4286,3439,1978,10,0,794954
"154",6740,92,120,384,43,3,1949,1467,10817,673,65000,6306,5175,0,64,10,1298040
"155",6740,167,169,723,75,2,1977,2073,7544,134,65000,7117,5713,1979,0,0,1274936
"156",6740,119,132,2226,43,1,1860,1160,2462,1147,25000,1738,1395,0,0,24,324984
"157",6261,140,147,358,54,2,1929,1196,4048,497,30000,3195,2565,0,0,8,595056
"158",6261,80,85,967,21,2,1928,1037,5706,127,25000,2627,2110,0,0,8,485010
"159",6261,110,116,1026,43,2,1954,1062,3879,130,25000,2425,1949,0,0,0,449964
"160",6261,137,164,1159,43,2,1949,1138,3628,270,30000,3201,2571,0,0,13,594992
"161",5464,143,160,998,54,2,1920,1324,6844,203,55000,5852,4689,1977,0,7,1095040
"162",5464,144,141,218,53,4,1880,1353,7057,127,50000,5574,4470,2014,12,0,995037
"163",5464,102,151,718,43,2,1960,1589,4603,323,35000,3721,2981,0,102,0,695053
"164",5464,225,222,1346,77,1,1880,2812,7860,241,90000,9619,7715,1993,0,8,1744920
"165",6310,102,109,530,52,1,1800,1252,5275,164,30000,3099,2485,1996,0,15,574975
"166",5672,137,150,1065,54,3,1900,1478,8633,193,65000,6959,5558,2002,7,4,1294950
"167",5672,183,186,631,75,2,1911,1712,6694,350,65000,6611,5280,1980,0,11,1245084
"168",5672,96,102,439,55,2,1900,1142,5392,3199,30000,2962,2363,1975,0,11,549984
"169",5672,109,116,417,32,3,1933,1177,5991,886,35000,3144,2638,1998,12,7,694956
"170",5672,165,211,3307,54,2,1978,2701,18934,139,0,19314,15787,0,115,0,3995074
"171",5672,270,297,2705,75,2,1877,3678,4360,302,65000,7533,5900,1973,0,13,1294920
"172",5672,126,133,1119,53,2,1910,1622,9586,214,65000,7412,5805,0,0,4,1274938
"173",5672,350,342,3846,1210,1,1877,1833,8757,99,150000,15884,12676,1994,0,0,2994894
"174",5672,83,97,2975,32,1,1827,2007,7165,463,35000,3144,2638,1970,0,0,695005
"175",5672,150,130,3219,43,2,1827,1226,13808,122,90000,9549,7620,2006,0,0,1795040
"176",2660,135,137,996,54,2,1999,4294,47409,0,325000,37513,29998,0,0,0,6495033
"177",2605,85,97,860,32,1,1957,2929,33505,170,165000,17196,13996,0,31,4,3249985
"178",2605,301,103,1007,97,1,2021,4742,79563,126,410000,43301,35218,0,0,0,8194989
"179",9700,131,144,3814,53,1,1883,1435,4826,437,35000,3541,2899,1991,0,11,694944
"180",2700,86,104,821,32,1,1956,5756,39375,135,205000,21594,17643,0,30,0,4095000
"181",2700,87,105,785,43,3,1932,3190,42810,106,225000,25803,20737,0,87,10,4495050
"182",6650,116,115,862,43,2,1905,1099,4304,1932,25000,2508,2063,0,0,17,494960
"183",6650,195,373,10954,73,1,1866,3061,3472,1891,65000,6903,5554,1987,0,13,1295056
"184",6650,248,243,1019,65,2,1979,2276,7387,2275,90000,8313,7033,0,0,0,1795041
"185",9460,138,143,1012,43,1,1963,1337,4545,127,35000,3476,2782,0,0,0,649935
"186",9460,126,132,562,33,2,1870,1035,3295,398,25000,2341,1873,0,0,0,434940
"187",9460,151,136,586,43,2,1872,1100,4154,127,30000,3042,2434,0,0,16,564944
"188",9460,123,129,888,43,1,1980,1327,6589,127,45000,4527,3624,0,0,0,849981
"189",9460,133,139,583,42,2,1923,1202,5719,176,40000,4252,3403,1974,0,0,794941
"190",9460,88,123,985,32,2,1963,1451,5285,98,35000,3476,2782,1983,72,0,650055
"191",9460,170,181,825,54,1,1969,1477,4006,163,40000,3863,3091,0,0,3,725086
"192",9460,100,102,986,43,1,1966,1185,6814,2765,35000,3726,2981,0,0,0,695028
"193",9460,210,209,1879,75,2,1902,1547,2847,99,30000,3201,2561,1976,0,8,595023
"194",9460,200,208,552,65,2,1910,1303,3822,3292,40000,4252,3403,1978,0,0,794976
"195",9460,106,120,1022,33,1,1969,1337,3958,132,25000,2564,2051,0,0,0,474960
"196",9460,111,118,428,43,1,1974,1113,5042,1742,30000,3201,2561,1998,0,30,594956
"197",9460,166,173,772,65,2,1909,1527,4017,1989,35000,3726,2981,1975,0,0,694941
"198",9460,72,75,804,21,1,1875,838,4867,3292,25000,1952,1562,1942,0,0,365025
"199",9460,184,201,2068,87,3,1904,1540,3209,1548,35000,3447,2759,1956,27,17,645009
"200",9460,130,134,672,32,2,1932,1168,2948,1522,25000,2118,1695,1968,0,21,395032
"201",9460,126,134,777,43,1,1976,1327,5955,101,40000,4268,3416,0,0,0,797970
"202",9460,200,230,1180,75,1,1960,1592,3587,869,45000,4388,3512,1968,0,3,825010
"203",9460,134,137,836,43,1,1972,1526,6204,126,45000,4527,3624,0,0,0,849948
"204",9460,128,168,8630,43,2,1910,1225,4137,466,35000,3726,2981,2003,0,22,695016
"205",9460,134,141,765,64,1,1968,1296,5667,652,40000,4274,3420,1998,0,0,799047
"206",8654,103,124,453,73,3,1954,836,4798,245,30000,3021,2482,1976,45,0,594952
"207",6372,154,155,1000,32,3,1952,1141,4161,176,35000,3261,2678,2012,6,0,644955
"208",6372,115,150,1167,32,3,1940,1111,5300,403,40000,4252,3414,0,70,0,795000
"209",6372,164,166,964,54,1,1977,1142,2982,149,25000,2705,2171,2002,0,0,495012
"210",6372,127,158,767,54,3,1951,1044,2500,2191,25000,1999,1642,0,78,0,395000
"211",2920,189,210,1376,64,2,1933,10690,61905,149,650000,68608,56198,0,101,7,13000050
"212",2920,146,150,788,53,2,1930,6601,79667,211,0,62904,51525,0,0,14,11950050
"213",2920,187,219,911,75,1,1933,8471,82169,127,0,94935,77710,0,102,0,17995011
"214",2920,203,243,594,85,2,1959,14238,102675,134,1250000,131271,107527,2021,206,9,24950025
"215",6070,138,156,930,54,1,1973,1834,9263,115,75000,7656,6151,0,0,3,1445028
"216",6070,138,142,898,42,1,1964,1988,6514,519,50000,5042,4054,1979,0,7,924988
"217",6070,127,143,840,54,1,1957,1858,11853,161,85000,9003,7233,1970,14,0,1694979
"218",6070,111,142,799,53,3,1956,1780,9120,386,65000,7060,5677,0,62,7,1295040
"219",6070,123,143,815,63,3,1846,1422,4545,364,35000,3567,2867,0,8,0,649935
"220",6070,73,76,406,31,1,1947,1524,11184,1092,45000,4529,3641,2011,0,13,849984
"221",6070,152,162,1294,43,2,1907,1426,5525,181,45000,4758,3822,1982,0,10,895050
"222",6070,220,270,930,76,2,1954,2364,5907,1535,80000,7793,6407,0,130,20,1594890
"223",6070,121,193,2370,42,2,1936,1431,3083,1380,30000,3212,2580,0,16,25,595019
"224",6070,189,194,1084,54,1,2018,2581,17500,139,170000,17996,14459,0,0,8,3395000
"225",6070,183,197,955,76,1,1981,1922,8604,287,85000,9775,7714,1998,0,0,1694988
"226",5380,118,127,968,42,1,1963,1702,6260,330,40000,4272,3413,0,0,0,795020
"227",4261,98,105,912,42,1,1963,1605,9476,114,50000,5524,4456,0,0,7,994980
"228",4983,205,284,3155,74,3,1886,2061,4560,162,65000,7060,5619,0,0,7,1295040
"229",4983,98,210,2293,32,2,1827,1388,3786,311,40000,4274,3400,0,0,6,795060
"230",4983,120,134,690,43,2,1907,913,3172,820,25000,2296,1826,1980,0,9,425048
"231",4293,69,76,612,21,1,1922,1505,9145,191,35000,3749,2990,2003,0,0,695020
"232",2791,62,66,140,22,2,1782,1687,93712,102,310000,32910,26711,0,0,7,6184992
"233",2791,105,101,99,42,2,1750,4956,56386,156,285000,30079,24395,1881,0,0,5694986
"234",2791,90,89,109,32,2,1798,4839,56124,84,250000,26544,21544,1949,0,6,4995036
"235",2791,132,129,140,42,2,1725,5287,73605,214,475000,49794,40384,2017,0,0,9495045
"236",2791,163,169,700,55,1,1985,4406,41391,85,350000,40394,32202,0,0,0,6995079
"237",2791,113,133,586,53,3,1952,5208,67632,122,450000,43619,36171,1970,30,0,8995056
"238",2791,116,111,185,32,2,1815,4203,35991,147,0,21074,17104,2005,0,6,3995001
"239",2791,140,146,830,43,1,1983,4785,47911,123,350000,36887,29938,0,0,3,6995006
"240",2791,140,142,605,43,3,1933,5249,70387,126,0,52795,42819,1982,0,5,9994954
"241",2791,155,199,764,65,1,1969,5431,46206,269,460000,48521,39352,0,92,12,9194994
"242",2791,163,167,708,54,2,1970,4831,40689,87,340000,35876,29096,0,0,0,6795063
"243",2791,128,135,942,64,1,1964,5772,66630,165,450000,48610,39458,0,0,0,8995050
"244",2791,161,158,397,53,2,1951,5230,44272,147,350000,36920,29943,2012,0,4,6994976
"245",2791,103,134,299,32,3,1915,4162,39515,142,265000,27972,22686,1946,0,4,5295010
"246",2791,180,178,720,64,2,1980,5767,53343,92,475000,49990,40573,0,0,5,9495054
"247",2791,229,230,318,65,2,1760,7857,47804,87,550000,58678,47627,1973,0,0,10994920
"248",2791,136,131,223,43,2,2006,3681,41947,122,275000,29025,23540,0,0,5,5495057
"249",2791,137,133,228,43,1,1976,3713,36053,112,240000,25338,20549,0,0,2,4795049
"250",2791,135,144,908,54,1,1975,4490,38854,156,280000,27057,22416,0,0,0,5594976
"251",2791,198,194,774,75,2,1962,6384,56675,133,550000,57917,46973,0,0,8,10994950
"252",9330,155,192,1263,54,3,1947,1498,3120,304,30000,3236,2576,1960,95,13,599040
"253",9330,173,377,8928,54,2,1921,1702,1976,140,40000,3991,3182,1996,11,0,744952
"254",9330,115,136,1035,32,2,1944,1339,2919,1050,25000,2139,1702,2003,0,31,396984
"255",9352,143,148,1130,54,1,1961,1206,3703,169,30000,2947,2351,0,0,8,548044
"256",5631,180,185,844,86,3,1936,1554,8622,332,80000,7898,6459,0,0,0,1595070
"257",5631,168,187,1036,54,2,1900,1770,7754,0,75000,7931,6339,2008,0,0,1449998
"258",5631,148,191,2000,76,3,1900,1903,6021,780,60000,6105,4878,1993,6,11,1150011
"259",8400,215,214,1333,64,2,1952,1696,3505,519,40000,4009,3206,0,0,25,750070
"260",6040,125,131,1486,32,3,1935,1892,12176,146,80000,8458,6800,0,5,0,1595056
"261",6040,315,333,2600,118,3,1908,2955,8994,97,150000,15862,13005,1976,10,0,2995002
"262",6040,140,166,1035,43,3,1923,1388,8277,527,70000,7289,5975,1981,6,2,1373982
"263",6040,221,217,1569,65,2,1877,2980,11959,140,130000,13714,11027,1994,0,0,2595103
"264",6040,151,153,792,54,1,1977,2016,9771,104,75000,7931,6377,0,0,6,1494963
"265",5592,101,114,1323,32,1,1869,1382,5921,93,35000,3453,2833,1994,0,0,674994
"266",5592,252,264,573,1010,3,1923,1926,5663,329,75000,7271,5964,0,8,6,1495032
"267",5592,144,146,1302,54,1,1974,1527,7500,175,55000,5336,4376,0,0,0,1095000
"268",5592,204,240,11531,54,2,1906,2351,10396,336,125000,14355,11296,0,0,6,2495040
"269",5592,112,117,733,22,3,1926,1377,7222,343,45000,4894,3851,0,6,6,844974
"270",5592,110,121,872,44,3,1943,1487,9876,108,60000,6356,5097,0,8,0,1194996
"271",5592,131,143,729,53,1,1900,1192,6958,129,50000,4911,4028,0,25,0,994994
"272",5592,170,182,1100,54,4,1958,1644,10412,615,95000,9463,7765,2009,32,5,1894984
"273",7361,100,156,970,32,2,1967,1281,5096,414,40000,3754,3133,0,100,6,794976
"274",7361,110,119,630,43,3,1954,1110,5000,105,30000,3213,2591,0,17,8,595000
"275",7442,61,72,1440,32,2,1940,1013,7625,323,30000,2944,2366,0,9,5,549000
"276",4895,174,212,718,53,3,1950,1360,2335,451,25000,2784,2215,0,72,24,495020
"277",7950,110,114,770,43,3,1897,978,3904,157,25000,2118,1754,1932,5,0,445056
"278",7950,125,153,1255,54,3,1941,977,2451,248,25000,1697,1426,0,73,0,375003
"279",7950,140,128,852,53,1,1967,1058,5430,146,35000,3730,2980,0,0,0,695040
"280",7950,110,265,18750,76,1,1892,1516,2925,238,40000,4154,3319,0,0,0,775125
"281",6715,94,123,554,21,2,1958,1608,13398,426,85000,7972,6544,0,57,3,1647954
"282",6715,141,157,823,54,1,1974,2106,15274,316,120000,11589,9513,0,0,0,2398018
"283",6715,181,186,1028,65,1,1972,2743,20688,206,195000,20333,16309,2007,0,0,3847968
"284",6715,111,152,3295,43,1,1963,1525,10493,340,80000,8526,6843,0,0,5,1594936
"285",6715,175,149,22050,64,2,1925,1735,20121,392,150000,16301,13086,1994,0,40,2998029
"286",6715,188,227,827,54,1,1973,2980,17612,105,0,21254,17061,0,81,0,3997924
"287",6705,167,170,1031,55,1,1973,2467,9988,169,85000,9003,7225,0,0,6,1697960
"288",6710,251,289,3056,75,2,1870,2435,10208,181,150000,14708,12080,2004,0,0,2950112
"289",6710,156,191,765,43,2,1958,2289,14649,122,140000,14987,12030,0,96,0,2797959
"290",6710,153,225,1649,43,1,2008,2890,23547,189,265000,25516,20948,0,0,0,5298075
"291",6710,226,262,858,75,2,2000,2876,15641,167,205000,22272,17880,2007,38,0,4097942
"292",6710,224,229,1322,75,2,1913,2765,10472,294,120000,13250,10637,1996,0,6,2398088
"293",6710,207,213,788,53,2,2011,3148,32840,503,350000,32913,27390,0,0,0,6994920
"294",6710,189,193,613,54,2,2018,2572,33668,1087,325000,34409,27621,0,0,16,6497924
"295",6710,214,266,710,86,2,1970,3002,24436,143,325000,34283,27498,2010,122,0,6499976
"296",6710,230,226,944,65,2,1983,2963,15044,108,170000,18002,14450,0,0,3,3399944
"297",6710,195,192,788,65,2,1980,3980,24469,433,235000,22635,18582,0,0,0,4698048
"298",6710,78,87,600,32,1,1958,1568,19253,92,85000,8994,7219,0,0,0,1675011
"299",6710,216,220,885,54,1,2008,3225,21591,95,240000,23600,19384,0,0,0,4750020
